ID	Sentence	Score
443	J'aime les arbres plus que les animaux.	6.73
495	J'aime le poulet plus que les crabes.	6.25
342	J'aime les arbres, et aussi les pins.	3.83
84	J'adore les buissons, mais pas les pins.	5.33
502	J'aime les crabes plus que le boeuf.	6.18
514	J'aime le caviar plus que le poulet.	6.42
336	J'aime les buissons, et aussi les sapins.	6.33
307	J'aime les chênes, et aussi les arbres.	3.67
57	J'adore les bouleaux, mais pas la pelouse.	5.25
42	J'aime les chiens, mais pas les moineaux.	5.75
112	J'adore le poulet, mais pas les huîtres.	5.75
380	J'aime la dinde, et aussi les huîtres.	5.83
252	J'adore le caviar, un type intéressant de poulet.	1.08
469	J'aime les arbustes plus que les sapins.	5.83
145	J'aime les chats, un type intéressant de canard.	1.33
425	J'aime les chiens plus que les merles.	5.58
211	J'adore les arbres, un type intéressant de pin.	1.33
403	J'aime les oiseaux plus que les cochons.	5.92
93	J'adore le veau, mais pas le saumon.	5.83
434	J'aime les moineaux plus que les chiens.	6.67
8	J'aime les perrouquets, mais pas les cochons.	5.92
271	J'aime les cochons, et aussi les perrouquets.	4.92
304	J'aime les chiens, et aussi les moineaux.	6.25
511	J'aime la dinde plus que les huîtres.	6.27
378	J'aime le veau, et aussi les huîtres.	5.75
421	J'aime les hamsters plus que les merles.	6.42
457	J'aime les buissons plus que les bouleaux.	6.0
10	J'aime les oiseaux, mais pas les cochons.	5.33
14	J'aime les chats, mais pas les canards.	6.25
385	J'aime le caviar, et aussi les produits de la mer.	5.0
498	J'aime les crabes plus que le veau.	6.42
140	J'aime les cochons, un type intéressant de perrouquet.	1.42
381	J'aime les huîtres, et aussi le boeuf.	6.17
476	J'aime les pins plus que les buissons.	5.0
157	J'aime les oiseaux, un type intéressant de merle.	1.67
182	J'adore les chênes, un type intéressant de buisson.	1.42
96	J'adore la dinde, mais pas le saumon.	5.73
331	J'aime les sapins, et aussi les arbres.	3.0
404	J'aime les perrouquets plus que les chiens.	4.75
467	J'aime les buissons plus que les sapins.	6.0
360	J'aime le saumon, et aussi le boeuf.	6.17
477	J'aime les buissons plus que les pins.	5.92
191	J'adore les arbres, un type intéressant de bouleau.	2.5
245	J'adore les produits de la mer, un type intéressant de huître.	2.17
484	J'aime les produits de la mer plus que le poulet.	6.58
45	J'adore les chênes, mais pas les arbres.	2.5
70	J'adore les arbres, mais pas les sapins.	6.08
78	J'adore la pelouse, mais pas les pins.	4.67
435	J'aime les chiens plus que les moineaux.	6.25
302	J'aime les cochons, et aussi les moineaux.	6.17
507	J'aime les produits de la mer plus que les huîtres.	1.42
468	J'aime les sapins plus que les arbustes.	5.33
512	J'aime les huîtres plus que le boeuf.	6.55
339	J'aime les pins, et aussi la pelouse.	4.92
376	J'aime les produits de la mer, et aussi les huîtres.	3.17
317	J'aime les arbustes, et aussi les chênes.	5.58
388	J'aime le veau, et aussi le caviar.	6.25
123	J'adore le caviar, mais pas les produits de la mer.	3.55
64	J'adore les buissons, mais pas les bouleaux.	4.75
298	J'aime les oiseaux, et aussi les moineaux.	2.67
478	J'aime les pins plus que les arbustes.	5.5
134	J'aime les oiseaux, un type intéressant de perrouquet.	1.5
505	J'aime le poulet plus que les huîtres.	6.55
350	J'aime le poulet, et aussi le saumon.	6.0
368	J'aime le veau, et aussi les crabes.	6.08
29	J'aime les merles, mais pas les cochons.	6.42
177	J'adore les arbres, un type intéressant de chênes.	1.33
274	J'aime les oiseaux, et aussi les chiens.	6.75
509	J'aime le veau plus que les huîtres.	6.58
179	J'adore les chênes, un type intéressant d' animal.	1.08
343	J'aime les pins, et aussi les animaux.	5.17
201	J'adore les arbres, un type intéressant de sapin.	1.92
315	J'aime les arbres, et aussi les buissons.	6.0
262	J'aime les perrouquets, et aussi les chats.	5.75
426	J'aime les moineaux plus que les chats.	6.08
294	J'aime les chiens, et aussi les merles.	6.25
26	J'aime les oiseaux, mais pas les merles.	6.5
297	J'aime les moineaux, et aussi les oiseaux.	2.36
59	J'adore les bouleaux, mais pas les arbres.	2.67
280	J'aime les hamsters, et aussi les canards.	6.08
479	J'aime les arbustes plus que les pins.	4.67
515	J'aime le poulet plus que le caviar.	6.17
24	J'aime les chats, mais pas les merles.	4.67
428	J'aime les moineaux plus que les oiseaux.	1.67
405	J'aime les oiseaux plus que les chiens.	6.5
11	J'aime les perrouquets, mais pas les chiens.	4.42
313	J'aime les chênes, et aussi les buissons.	5.83
439	J'aime les arbres plus que les chênes.	1.75
141	J'aime les oiseaux, un type intéressant de cochon.	1.08
273	J'aime les perrouquets, et aussi les chiens.	5.5
83	J'adore les pins, mais pas les buissons.	6.0
459	J'aime les arbustes plus que les bouleaux.	5.5
501	J'aime la dinde plus que les crabes.	6.33
415	J'aime les chiens plus que les canards.	6.25
43	J'adore les chênes, mais pas la pelouse.	4.25
181	J'adore les arbres, un type intéressant d' animal.	1.08
40	J'aime les cochons, mais pas les moineaux.	5.92
285	J'aime les merles, et aussi les chats.	6.42
519	J'aime le veau plus que le caviar.	6.0
160	J'aime les merles, un type intéressant de cochon.	1.25
175	J'adore la pelouse, un type intéressant de chênes.	1.17
355	J'aime le veau, et aussi le saumon.	6.17
268	J'aime les hamsters, et aussi les perrouquets.	5.67
206	J'adore les sapins, un type intéressant d' arbuste.	4.58
147	J'aime les oiseaux, un type intéressant de canard.	1.42
39	J'aime les moineaux, mais pas les cochons.	5.75
222	J'adore les produits de la mer, un type intéressant de poulet.	1.25
384	J'aime le poulet, et aussi le caviar.	6.25
151	J'aime les cochons, un type intéressant de canard.	1.17
442	J'aime les animaux plus que les chênes.	5.45
231	J'adore les produits de la mer, un type intéressant de boeuf.	1.5
148	J'aime les canards, un type intéressant de hamster.	1.0
407	J'aime les chats plus que les canards.	6.5
303	J'aime les moineaux, et aussi les chiens.	5.83
289	J'aime les merles, et aussi les hamsters.	5.83
323	J'aime les bouleaux, et aussi les animaux.	5.42
487	J'aime les produits de la mer plus que le veau.	6.58
178	J'adore les arbres, un type intéressant de pelouse.	1.33
258	J'adore le caviar, un type intéressant de dinde.	1.0
446	J'aime les arbres plus que les buissons.	6.67
322	J'aime les arbres, et aussi les bouleaux.	2.67
54	J'adore les chênes, mais pas les arbustes.	5.58
142	J'aime les perrouquets, un type intéressant de chien.	1.08
98	J'adore le saumon, mais pas le boeuf.	6.25
168	J'aime les moineaux, un type intéressant de hamster.	1.75
214	J'adore les pins, un type intéressant de buisson.	1.58
189	J'adore la pelouse, un type intéressant de bouleau.	1.58
33	J'aime les moineaux, mais pas les chats.	6.25
420	J'aime les merles plus que les hamsters.	5.92
173	J'aime les chiens, un type intéressant de moineau.	1.42
129	J'adore le caviar, mais pas le boeuf.	5.92
449	J'aime les arbres plus que les arbustes.	5.75
401	J'aime les perrouquets plus que les cochons.	5.08
475	J'aime les animaux plus que les pins.	4.92
366	J'aime les produits de la mer, et aussi les crabes.	3.17
377	J'aime les huîtres, et aussi le veau.	5.92
165	J'aime les chats, un type intéressant de moineau.	2.0
247	J'adore le veau, un type intéressant de huîtres.	1.25
255	J'adore les produits de la mer, un type intéressant de caviar.	1.33
20	J'aime les cochons, mais pas les canards.	5.92
