ID	Sentence	Score
162	J'aime les merles, un type intéressant de chien.	1.08
152	J'aime les canards, un type intéressant de chien.	1.17
279	J'aime les canards, et aussi les hamsters.	6.58
108	J'adore la dinde, mais pas les crabes.	5.67
158	J'aime les merles, un type intéressant de hamster.	1.08
500	J'aime les crabes plus que la dinde.	6.33
301	J'aime les moineaux, et aussi les cochons.	5.92
240	J'adore les crabes, un type intéressant de boeuf.	1.08
73	J'adore les sapins, mais pas les buissons.	5.58
113	J'adore les huîtres, mais pas les produits de la mer.	2.83
438	J'aime les chênes plus que les arbres.	2.42
299	J'aime les moineaux, et aussi les hamsters.	5.25
116	J'adore le veau, mais pas les huîtres.	6.17
402	J'aime les cochons plus que les perrouquets.	4.33
508	J'aime les huîtres plus que le veau.	6.83
1	J'aime les chats, mais pas les perrouquets.	5.75
447	J'aime les chênes plus que les arbustes.	5.92
209	J'adore la pelouse, un type intéressant de pin.	1.42
238	J'adore les crabes, un type intéressant de dinde.	1.08
111	J'adore les huîtres, mais pas le poulet.	5.92
121	J'adore le caviar, mais pas le poulet.	6.25
77	J'adore les pins, mais pas la pelouse.	3.75
161	J'aime les cochons, un type intéressant de merle.	1.0
312	J'aime les arbres, et aussi les animaux.	6.25
451	J'aime la pelouse plus que les bouleaux.	5.17
16	J'aime les oiseaux, mais pas les canards.	5.33
266	J'aime les oiseaux, et aussi les chats.	6.5
399	J'aime les hamsters plus que les perrouquets.	4.83
22	J'aime les chiens, mais pas les canards.	5.67
422	J'aime les merles plus que les cochons.	5.45
102	J'adore le poulet, mais pas les crabes.	4.92
436	J'aime les chênes plus que la pelouse.	4.67
263	J'aime les chats, et aussi les perrouquets.	5.67
522	J'aime le caviar plus que le boeuf.	6.42
344	J'aime les animaux, et aussi les pins.	4.33
219	J'adore le poulet, un type intéressant de saumon.	1.42
60	J'adore les arbres, mais pas les bouleaux.	6.33
283	J'aime les canards, et aussi les chiens.	5.75
228	J'adore les produits de la mer, un type intéressant de dinde.	1.08
235	J'adore les produits de la mer, un type intéressant de crabe.	1.08
465	J'aime les animaux plus que les sapins.	5.58
293	J'aime les merles, et aussi les chiens.	6.17
363	J'aime les crabes, et aussi le poulet.	5.92
281	J'aime les canards, et aussi les cochons.	5.92
146	J'aime les canards, un type intéressant d' oiseau.	5.92
440	J'aime les arbres plus que la pelouse.	5.33
183	J'adore les buissons, un type intéressant de chênes.	2.17
120	J'adore le boeuf, mais pas les huîtres.	5.83
483	J'aime les produits de la mer plus que le saumon.	2.25
76	J'adore les arbustes, mais pas les sapins.	5.45
361	J'aime le boeuf, et aussi le saumon.	6.42
17	J'aime les canards, mais pas les hamsters.	6.25
503	J'aime le boeuf plus que les crabes.	6.42
62	J'adore les animaux, mais pas les bouleaux.	3.83
292	J'aime les cochons, et aussi les merles.	5.33
492	J'aime le boeuf plus que le saumon.	6.5
23	J'aime les merles, mais pas les chats.	5.33
286	J'aime les chats, et aussi les merles.	5.58
470	J'aime les pins plus que la pelouse.	5.17
375	J'aime les huîtres, et aussi les produits de la mer.	4.0
326	J'aime les buissons, et aussi les bouleaux.	5.58
306	J'aime la pelouse, et aussi les chênes.	5.08
48	J'adore les chênes, mais pas les animaux.	5.27
419	J'aime les oiseaux plus que les merles.	2.33
66	J'adore les arbustes, mais pas les bouleaux.	4.58
119	J'adore les huîtres, mais pas le boeuf.	5.75
0	J'aime les perrouquets, mais pas les chats.	4.92
341	J'aime les pins, et aussi les arbres.	2.42
418	J'aime les merles plus que les oiseaux.	1.58
163	J'aime les chiens, un type intéressant de merle.	1.08
362	J'aime les produits de la mer, et aussi le boeuf.	6.17
197	J'adore les arbustes, un type intéressant de bouleau.	2.25
330	J'aime la pelouse, et aussi les sapins.	6.17
144	J'aime les canards, un type intéressant de chat.	1.17
354	J'aime le saumon, et aussi le veau.	6.17
395	J'aime les perrouquets plus que les oiseaux.	2.5
85	J'adore les pins, mais pas les arbustes.	6.25
87	J'adore le saumon, mais pas le poulet.	6.33
488	J'aime le saumon plus que la dinde.	6.5
386	J'aime les produits de la mer, et aussi le caviar.	4.58
248	J'adore les huîtres, un type intéressant de dinde.	1.0
461	J'aime la pelouse plus que les sapins.	4.0
489	J'aime la dinde plus que le saumon.	6.67
310	J'aime les chênes, et aussi les animaux.	5.25
90	J'adore les produits de la mer, mais pas le saumon.	6.42
455	J'aime les animaux plus que les bouleaux.	5.08
131	J'aime les perrouquets, un type intéressant de chat.	1.08
5	J'aime les perrouquets, mais pas les hamsters.	5.08
202	J'adore les sapins, un type intéressant d' animal.	1.25
518	J'aime le caviar plus que le veau.	6.33
186	J'adore les arbustes, un type intéressant de chênes.	1.75
523	J'aime le boeuf plus que le caviar.	6.58
244	J'adore les huîtres, un type intéressant de produits de la mer.	6.25
345	J'aime les pins, et aussi les buissons.	5.67
169	J'aime les hamsters, un type intéressant de moineau.	1.0
47	J'adore les arbres, mais pas la pelouse.	5.45
265	J'aime les oiseaux, et aussi les perrouquets.	3.92
374	J'aime le poulet, et aussi les huîtres.	5.83
491	J'aime le saumon plus que le boeuf.	6.33
91	J'adore les produits de la mer, mais pas le poulet.	5.25
365	J'aime les crabes, et aussi les produits de la mer.	4.67
75	J'adore les sapins, mais pas les arbustes.	5.33
496	J'aime les crabes plus que les produits de la mer.	2.33
463	J'aime les arbres plus que les sapins.	2.83
25	J'aime les merles, mais pas les oiseaux.	3.1
12	J'aime les oiseaux, mais pas les chiens.	5.83
284	J'aime les chiens, et aussi les canards.	6.42
437	J'aime la pelouse plus que les chênes.	6.08
408	J'aime les canards plus que les oiseaux.	3.5
319	J'aime les bouleaux, et aussi la pelouse.	5.33
452	J'aime les bouleaux plus que les arbres.	2.25
369	J'aime les crabes, et aussi la dinde.	5.25
139	J'aime les perrouquets, un type intéressant de cochon.	1.0
164	J'aime les moineaux, un type intéressant de chat.	1.17
199	J'adore la pelouse, un type intéressant de sapin.	1.17
213	J'adore les animaux, un type intéressant de pin.	1.0
241	J'adore le boeuf, un type intéressant de crabes.	1.67
288	J'aime les oiseaux, et aussi les merles.	3.75
21	J'aime les canards, mais pas les chiens.	5.42
357	J'aime le saumon, et aussi la dinde.	6.58
79	J'adore les pins, mais pas les arbres.	2.17
506	J'aime les huîtres plus que les produits de la mer.	1.83
246	J'adore les huîtres, un type intéressant de veau.	1.0
349	J'aime le saumon, et aussi le poulet.	6.58
18	J'aime les hamsters, mais pas les canards.	6.25
367	J'aime les crabes, et aussi le veau.	5.75
221	J'adore les produits de la mer, un type intéressant de saumon.	1.42
372	J'aime le boeuf, et aussi les crabes.	5.25
50	J'adore les arbres, mais pas les animaux.	4.83
7	J'aime les oiseaux, mais pas les hamsters.	5.36
196	J'adore les bouleaux, un type intéressant d' arbuste.	3.45
257	J'adore le veau, un type intéressant de caviar.	1.17
226	J'adore le saumon, un type intéressant de dinde.	1.33
187	J'adore les arbres, un type intéressant d' arbuste.	1.73
174	J'adore les chênes, un type intéressant de pelouse.	1.0
37	J'aime les moineaux, mais pas les hamsters.	5.92
69	J'adore les sapins, mais pas les arbres.	2.33
318	J'aime les arbres, et aussi les arbustes.	6.17
259	J'adore la dinde, un type intéressant de caviar.	1.33
107	J'adore les crabes, mais pas la dinde.	5.5
270	J'aime les perrouquets, et aussi les cochons.	6.0
124	J'adore les produits de la mer, mais pas le caviar.	6.33
413	J'aime les cochons plus que les canards.	6.83
6	J'aime les hamsters, mais pas les perrouquets.	4.75
125	J'adore le caviar, mais pas le veau.	6.25
316	J'aime les chênes, et aussi les arbustes.	5.67
328	J'aime les arbustes, et aussi les bouleaux.	5.75
210	J'adore les pins, un type intéressant d' arbre.	6.67
203	J'adore les animaux, un type intéressant de sapin.	1.0
256	J'adore le caviar, un type intéressant de veau.	1.08
335	J'aime les sapins, et aussi les buissons.	5.92
348	J'aime les arbustes, et aussi les pins.	5.92
95	J'adore le saumon, mais pas la dinde.	5.75
486	J'aime le veau plus que le saumon.	6.33
379	J'aime les huîtres, et aussi la dinde.	6.17
53	J'adore les arbres, mais pas les buissons.	5.42
80	J'adore les arbres, mais pas les pins.	6.25
260	J'adore le caviar, un type intéressant de boeuf.	1.67
55	J'adore les arbustes, mais pas les chênes.	4.58
193	J'adore les animaux, un type intéressant de bouleau.	1.08
3	J'aime les oiseaux, mais pas les perrouquets.	4.42
30	J'aime les cochons, mais pas les merles.	4.08
474	J'aime les pins plus que les animaux.	5.08
433	J'aime les cochons plus que les moineaux.	6.33
81	J'adore les pins, mais pas les animaux.	4.5
253	J'adore le poulet, un type intéressant de caviar.	1.0
513	J'aime le boeuf plus que les huîtres.	6.25
208	J'adore les pins, un type intéressant de pelouse.	1.33
242	J'adore les huîtres, un type intéressant de poulet.	1.0
296	J'aime les chats, et aussi les moineaux.	6.17
510	J'aime les huîtres plus que la dinde.	6.42
172	J'aime les moineaux, un type intéressant de chien.	1.0
109	J'adore les crabes, mais pas le boeuf.	5.5
167	J'aime les oiseaux, un type intéressant de moineau.	1.25
224	J'adore le veau, un type intéressant de saumon.	1.08
249	J'adore la dinde, un type intéressant de huîtres.	1.17
143	J'aime les oiseaux, un type intéressant de chien.	1.42
88	J'adore le poulet, mais pas le saumon.	6.08
227	J'adore la dinde, un type intéressant de saumon.	1.33
