ID	Sentence	Score
7302	Adoro il pollo, ma non i granchi.	4.33
7303	Adoro i granchi, ma non i prodotti del mare.	4.09
7304	Adoro i prodotti del mare, ma non i granchi.	6.33
7306	Adoro i granchi, ma non il vitello.	3.64
7307	Adoro il vitello, ma non i granchi.	3.33
7311	Adoro i granchi, ma non il tacchino.	3.36
7312	Adoro il tacchino, ma non i granchi.	4.42
7316	Adoro i granchi, ma non il manzo.	4.0
7317	Adoro il manzo, ma non i granchi.	3.5
7321	Adoro le ostriche, ma non il pollo.	4.08
7322	Adoro il pollo, ma non le ostriche.	3.0
7323	Adoro le ostriche, ma non i prodotti del mare.	3.64
7324	Adoro i prodotti del mare, ma non le ostriche.	6.42
7326	Adoro le ostriche, ma non il vitello.	3.5
7327	Adoro il vitello, ma non le ostriche.	4.27
7331	Adoro le ostriche, ma non il tacchino.	3.75
7332	Adoro il tacchino, ma non le ostriche.	4.5
7336	Adoro le ostriche, ma non il manzo.	3.33
7337	Adoro il manzo, ma non le ostriche.	4.83
7341	Adoro il caviale, ma non il pollo.	3.33
7342	Adoro il pollo, ma non il caviale.	4.91
7343	Adoro il caviale, ma non i prodotti del mare.	4.17
7344	Adoro i prodotti del mare, ma non il caviale.	6.64
7346	Adoro il caviale, ma non il vitello.	4.73
7347	Adoro il vitello, ma non il caviale.	4.33
7351	Adoro il caviale, ma non il tacchino.	4.75
7352	Adoro il tacchino, ma non il caviale.	3.83
7356	Adoro il caviale, ma non il manzo.	3.17
7357	Adoro il manzo, ma non il caviale.	4.92
20321	Amo i pappagalli, un tipo interessante di gatto.	1.0
20322	Amo i gatti, un tipo interessante di pappagallo.	1.27
20323	Amo i pappagalli, un tipo interessante di uccello.	6.89
20324	Amo gli uccelli, un tipo interessante di pappagallo.	1.64
20325	Amo gli uccelli, un tipo interessante di gatto.	1.0
20326	Amo i pappagalli, un tipo interessante di criceto.	1.38
20327	Amo i criceti, un tipo interessante di pappagallo.	1.36
20330	Amo gli uccelli, un tipo interessante di criceto.	1.3
20331	Amo i pappagalli, un tipo interessante di maiale.	1.3
20332	Amo i maiali, un tipo interessante di pappagallo.	1.0
20335	Amo gli uccelli, un tipo interessante di maiale.	1.59
20336	Amo i pappagalli, un tipo interessante di cane.	1.54
20340	Amo gli uccelli, un tipo interessante di cane.	1.0
20361	Amo le anatre, un tipo interessante di gatto.	1.17
20362	Amo i gatti, un tipo interessante di anatra.	1.09
20363	Amo le anatre, un tipo interessante di uccello.	6.55
20364	Amo gli uccelli, un tipo interessante di anatra.	1.67
20366	Amo le anatre, un tipo interessante di criceto.	1.31
20367	Amo i criceti, un tipo interessante di anatra.	1.0
20371	Amo le anatre, un tipo interessante di maiale.	1.33
20372	Amo i maiali, un tipo interessante di anatra.	1.0
20376	Amo le anatre, un tipo interessante di cane.	1.42
20377	Amo i cani, un tipo interessante di anatra.	1.0
20401	Amo i merli, un tipo interessante di gatto.	1.08
20402	Amo i gatti, un tipo interessante di merlo.	1.17
20403	Amo i merli, un tipo interessante di uccello.	6.4
20404	Amo gli uccelli, un tipo interessante di merlo.	1.33
20406	Amo i merli, un tipo interessante di criceto.	1.0
20407	Amo i criceti, un tipo interessante di merlo.	3.68
20411	Amo i merli, un tipo interessante di maiale.	1.0
20412	Amo i maiali, un tipo interessante di merlo.	1.32
20416	Amo i merli, un tipo interessante di cane.	1.55
20417	Amo i cani, un tipo interessante di merlo.	1.0
20441	Amo i passeri, un tipo interessante di gatto.	1.11
20442	Amo i gatti, un tipo interessante di passero.	3.68
20443	Amo i passeri, un tipo interessante di uccello.	6.78
20444	Amo gli uccelli, un tipo interessante di passero.	1.67
20446	Amo i passeri, un tipo interessante di criceto.	1.0
20447	Amo i criceti, un tipo interessante di passero.	1.08
20451	Amo i passeri, un tipo interessante di maiale.	1.17
20452	Amo i maiali, un tipo interessante di passero.	1.0
20456	Amo i passeri, un tipo interessante di cane.	1.4
20457	Amo i cani, un tipo interessante di passero.	1.08
21441	Adoro le querce, un tipo interessante di erba.	1.33
21442	Adoro l' erba, un tipo interessante di quercia.	1.25
21443	Adoro le querce, un tipo interessante di albero.	6.77
21444	Adoro gli alberi, un tipo interessante di quercia.	1.44
21445	Adoro gli alberi, un tipo interessante di erba.	1.33
21446	Adoro le querce, un tipo interessante di animale.	1.08
21447	Adoro gli animali, un tipo interessante di quercia.	3.95
21450	Adoro gli alberi, un tipo interessante di animale.	1.0
21451	Adoro le querce, un tipo interessante di cespuglio.	1.33
21452	Adoro i cespugli, un tipo interessante di quercia.	1.42
21455	Adoro gli alberi, un tipo interessante di cespuglio.	1.64
21456	Adoro le querce, un tipo interessante di arbusto.	3.42
21457	Adoro gli arbusti, un tipo interessante di quercia.	1.83
21460	Adoro gli alberi, un tipo interessante di arbusto.	2.36
21481	Adoro le betulle, un tipo interessante di erba.	1.75
21482	Adoro l' erba, un tipo interessante di betulla.	1.31
21483	Adoro le betulle, un tipo interessante di albero.	7.0
21484	Adoro gli alberi, un tipo interessante di betulla.	1.33
21486	Adoro le betulle, un tipo interessante di animale.	1.11
21487	Adoro gli animali, un tipo interessante di betulla.	1.4
21491	Adoro le betulle, un tipo interessante di cespuglio.	2.25
21492	Adoro i cespugli, un tipo interessante di betulla.	1.62
21496	Adoro le betulle, un tipo interessante di arbusto.	3.56
21497	Adoro gli arbusti, un tipo interessante di betulla.	1.64
21521	Adoro gli abeti, un tipo interessante di erba.	1.4
21522	Adoro l' erba, un tipo interessante di abete.	1.0
21523	Adoro gli abeti, un tipo interessante di albero.	5.82
21524	Adoro gli alberi, un tipo interessante di abete.	1.33
21526	Adoro gli abeti, un tipo interessante di animale.	1.42
21527	Adoro gli animali, un tipo interessante di abete.	1.25
21531	Adoro gli abeti, un tipo interessante di cespuglio.	1.18
21532	Adoro i cespugli, un tipo interessante di abete.	1.45
21536	Adoro gli abeti, un tipo interessante di arbusto.	3.3
21537	Adoro gli arbusti, un tipo interessante di abete.	1.75
21561	Adoro i pini, un tipo interessante di erba.	1.62
21562	Adoro l' erba, un tipo interessante di pino.	1.33
21563	Adoro i pini, un tipo interessante di albero.	6.5
21564	Adoro gli alberi, un tipo interessante di pino.	2.27
21566	Adoro i pini, un tipo interessante di animale.	1.0
21567	Adoro gli animali, un tipo interessante di pino.	1.09
21571	Adoro i pini, un tipo interessante di cespuglio.	1.62
21572	Adoro i cespugli, un tipo interessante di pino.	1.62
21576	Adoro i pini, un tipo interessante di arbusto.	4.09
21577	Adoro gli arbusti, un tipo interessante di pino.	1.92
23201	Adoro il salmone, un tipo interessante di pollo.	1.15
23202	Adoro il pollo, un tipo interessante di salmone.	1.0
23203	Adoro il salmone, un tipo interessante di prodotti del mare.	5.17
23204	Adoro i prodotti del mare, un tipo interessante di salmone.	1.17
23205	Adoro i prodotti del mare, un tipo interessante di pollo.	1.0
23206	Adoro il salmone, un tipo interessante di vitello.	1.36
23207	Adoro il vitello, un tipo interessante di salmone.	1.17
23210	Adoro i prodotti del mare, un tipo interessante di vitello.	1.09
23211	Adoro il salmone, un tipo interessante di tacchino.	1.17
23212	Adoro il tacchino, un tipo interessante di salmone.	1.2
23215	Adoro i prodotti del mare, un tipo interessante di tacchino.	1.0
23216	Adoro il salmone, un tipo interessante di manzo.	1.0
23217	Adoro il manzo, un tipo interessante di salmone.	1.45
23220	Adoro i prodotti del mare, un tipo interessante di manzo.	1.25
23241	Adoro i granchi, un tipo interessante di pollo.	3.95
23242	Adoro il pollo, un tipo interessante di granchi.	1.15
23243	Adoro i granchi, un tipo interessante di prodotti del mare.	6.42
23244	Adoro i prodotti del mare, un tipo interessante di granchio.	2.58
23246	Adoro i granchi, un tipo interessante di vitello.	1.36
23247	Adoro il vitello, un tipo interessante di granchi.	1.22
23251	Adoro i granchi, un tipo interessante di tacchino.	1.27
23252	Adoro il tacchino, un tipo interessante di granchi.	1.82
23256	Adoro i granchi, un tipo interessante di manzo.	1.11
23257	Adoro il manzo, un tipo interessante di granchi.	1.09
23281	Adoro le ostriche, un tipo interessante di pollo.	1.0
23282	Adoro il pollo, un tipo interessante di ostriche.	1.64
23283	Adoro le ostriche, un tipo interessante di prodotti del mare.	6.17
23284	Adoro i prodotti del mare, un tipo interessante di ostrica.	2.27
23286	Adoro le ostriche, un tipo interessante di vitello.	1.46
23287	Adoro il vitello, un tipo interessante di ostriche.	1.42
23291	Adoro le ostriche, un tipo interessante di tacchino.	1.33
23292	Adoro il tacchino, un tipo interessante di ostriche.	1.0
23296	Adoro le ostriche, un tipo interessante di manzo.	1.0
23297	Adoro il manzo, un tipo interessante di ostriche.	1.5
23321	Adoro il caviale, un tipo interessante di pollo.	1.36
23322	Adoro il pollo, un tipo interessante di caviale.	1.0
23323	Adoro il caviale, un tipo interessante di prodotti del mare.	5.82
23324	Adoro i prodotti del mare, un tipo interessante di caviale.	2.18
23326	Adoro il caviale, un tipo interessante di vitello.	2.64
23327	Adoro il vitello, un tipo interessante di caviale.	1.0
23331	Adoro il caviale, un tipo interessante di tacchino.	1.4
23332	Adoro il tacchino, un tipo interessante di caviale.	1.0
23336	Adoro il caviale, un tipo interessante di manzo.	1.82
23337	Adoro il manzo, un tipo interessante di caviale.	1.45
26001	Amo i pappagalli, ed anche i gatti.	5.92
26002	Amo i gatti, ed anche i pappagalli.	5.67
26003	Amo i pappagalli, ed anche gli uccelli.	3.09
26004	Amo gli uccelli, ed anche i pappagalli.	4.18
26005	Amo gli uccelli, ed anche i gatti.	6.6
26006	Amo i pappagalli, ed anche i criceti.	6.42
26007	Amo i criceti, ed anche i pappagalli.	5.5
26010	Amo gli uccelli, ed anche i criceti.	6.0
26011	Amo i pappagalli, ed anche i maiali.	5.33
26012	Amo i maiali, ed anche i pappagalli.	5.08
26015	Amo gli uccelli, ed anche i maiali.	5.17
26016	Amo i pappagalli, ed anche i cani.	6.09
26020	Amo gli uccelli, ed anche i cani.	6.56
26021	Amo le anatre, ed anche i gatti.	5.14
26022	Amo i gatti, ed anche le anatre.	6.2
26023	Amo le anatre, ed anche gli uccelli.	4.33
26024	Amo gli uccelli, ed anche le anatre.	4.75
26026	Amo le anatre, ed anche i criceti.	5.54
26027	Amo i criceti, ed anche le anatre.	4.5
26031	Amo le anatre, ed anche i maiali.	5.18
26032	Amo i maiali, ed anche le anatre.	6.42
26036	Amo le anatre, ed anche i cani.	3.5
26037	Amo i cani, ed anche le anatre.	6.22
26041	Amo i merli, ed anche i gatti.	6.0
26042	Amo i gatti, ed anche i merli.	5.25
26043	Amo i merli, ed anche gli uccelli.	3.09
26044	Amo gli uccelli, ed anche i merli.	3.55
26046	Amo i merli, ed anche i criceti.	5.62
26047	Amo i criceti, ed anche i merli.	6.08
26051	Amo i merli, ed anche i maiali.	5.64
26052	Amo i maiali, ed anche i merli.	5.42
26056	Amo i merli, ed anche i cani.	6.33
26057	Amo i cani, ed anche i merli.	6.09
26061	Amo i passeri, ed anche i gatti.	6.0
26062	Amo i gatti, ed anche i passeri.	5.67
26063	Amo i passeri, ed anche gli uccelli.	4.73
26064	Amo gli uccelli, ed anche i passeri.	3.17
26066	Amo i passeri, ed anche i criceti.	5.92
26067	Amo i criceti, ed anche i passeri.	4.31
26071	Amo i passeri, ed anche i maiali.	5.91
26072	Amo i maiali, ed anche i passeri.	5.0
26076	Amo i passeri, ed anche i cani.	6.33
26077	Amo i cani, ed anche i passeri.	5.46
26561	Amo le querce, ed anche l' erba.	5.45
26562	Amo l' erba, ed anche le querce.	3.5
26563	Amo le querce, ed anche gli alberi.	2.92
26564	Amo gli alberi, ed anche le querce.	4.0
26565	Amo gli alberi, ed anche l' erba.	6.17
26566	Amo le querce, ed anche gli animali.	6.56
26567	Amo gli animali, ed anche le querce.	5.92
26570	Amo gli alberi, ed anche gli animali.	6.78
26571	Amo le querce, ed anche i cespugli.	6.11
26572	Amo i cespugli, ed anche le querce.	6.22
26575	Amo gli alberi, ed anche i cespugli.	5.33
26576	Amo le querce, ed anche gli arbusti.	5.1
26577	Amo gli arbusti, ed anche le querce.	5.64
26580	Amo gli alberi, ed anche gli arbusti.	5.55
26581	Amo le betulle, ed anche l' erba.	6.33
26582	Amo l' erba, ed anche le betulle.	5.77
26583	Amo le betulle, ed anche gli alberi.	3.08
26584	Amo gli alberi, ed anche le betulle.	3.75
26586	Amo le betulle, ed anche gli animali.	4.17
26587	Amo gli animali, ed anche le betulle.	4.73
26591	Amo le betulle, ed anche i cespugli.	5.67
26592	Amo i cespugli, ed anche le betulle.	5.45
26596	Amo le betulle, ed anche gli arbusti.	5.44
26597	Amo gli arbusti, ed anche le betulle.	4.63
26601	Amo gli abeti, ed anche l' erba.	5.6
26602	Amo l' erba, ed anche gli abeti.	5.2
26603	Amo gli abeti, ed anche gli alberi.	3.17
26604	Amo gli alberi, ed anche gli abeti.	3.45
26606	Amo gli abeti, ed anche gli animali.	4.27
26607	Amo gli animali, ed anche gli abeti.	4.45
26611	Amo gli abeti, ed anche i cespugli.	6.0
26612	Amo i cespugli, ed anche gli abeti.	5.55
26616	Amo gli abeti, ed anche gli arbusti.	5.4
26617	Amo gli arbusti, ed anche gli abeti.	6.0
26621	Amo i pini, ed anche l' erba.	6.44
26622	Amo l' erba, ed anche i pini.	4.67
26623	Amo i pini, ed anche gli alberi.	3.0
26624	Amo gli alberi, ed anche i pini.	2.7
26626	Amo i pini, ed anche gli animali.	4.75
26627	Amo gli animali, ed anche i pini.	3.62
26631	Amo i pini, ed anche i cespugli.	5.33
26632	Amo i cespugli, ed anche i pini.	6.0
26636	Amo i pini, ed anche gli arbusti.	4.18
26637	Amo gli arbusti, ed anche i pini.	5.55
27441	Amo il salmone, ed anche il pollo.	6.09
27442	Amo il pollo, ed anche il salmone.	6.0
27443	Amo il salmone, ed anche i prodotti del mare.	4.5
27444	Amo i prodotti del mare, ed anche il salmone.	4.75
27445	Amo i prodotti del mare, ed anche il pollo.	4.17
27446	Amo il salmone, ed anche il vitello.	5.67
27447	Amo il vitello, ed anche il salmone.	5.75
27450	Amo i prodotti del mare, ed anche il vitello.	5.09
27451	Amo il salmone, ed anche il tacchino.	5.67
27452	Amo il tacchino, ed anche il salmone.	6.67
27455	Amo i prodotti del mare, ed anche il tacchino.	4.08
27456	Amo il salmone, ed anche il manzo.	5.75
27457	Amo il manzo, ed anche il salmone.	6.2
27460	Amo i prodotti del mare, ed anche il manzo.	5.25
27461	Amo i granchi, ed anche il pollo.	4.92
27462	Amo il pollo, ed anche i granchi.	5.92
27463	Amo i granchi, ed anche i prodotti del mare.	4.91
27464	Amo i prodotti del mare, ed anche i granchi.	4.25
27466	Amo i granchi, ed anche il vitello.	4.83
27467	Amo il vitello, ed anche i granchi.	5.46
27471	Amo i granchi, ed anche il tacchino.	5.67
27472	Amo il tacchino, ed anche i granchi.	6.0
27476	Amo i granchi, ed anche il manzo.	5.89
27477	Amo il manzo, ed anche i granchi.	4.58
27481	Amo le ostriche, ed anche il pollo.	4.67
27482	Amo il pollo, ed anche le ostriche.	5.38
27483	Amo le ostriche, ed anche i prodotti del mare.	5.25
27484	Amo i prodotti del mare, ed anche le ostriche.	4.17
27486	Amo le ostriche, ed anche il vitello.	5.92
27487	Amo il vitello, ed anche le ostriche.	5.55
27491	Amo le ostriche, ed anche il tacchino.	5.64
27492	Amo il tacchino, ed anche le ostriche.	5.77
27496	Amo le ostriche, ed anche il manzo.	5.95
27497	Amo il manzo, ed anche le ostriche.	5.25
27501	Amo il caviale, ed anche il pollo.	6.0
27502	Amo il pollo, ed anche il caviale.	5.78
27503	Amo il caviale, ed anche i prodotti del mare.	5.0
27504	Amo i prodotti del mare, ed anche il caviale.	5.08
27506	Amo il caviale, ed anche il vitello.	5.92
27507	Amo il vitello, ed anche il caviale.	6.17
27511	Amo il caviale, ed anche il tacchino.	5.0
27512	Amo il tacchino, ed anche il caviale.	6.42
27516	Amo il caviale, ed anche il manzo.	6.0
27517	Amo il manzo, ed anche il caviale.	5.82
31921	Amo i pappagalli più dei gatti.	6.31
31922	Amo i gatti più dei pappagalli.	6.67
31923	Amo i pappagalli più degli uccelli.	2.92
31924	Amo gli uccelli più dei pappagalli.	3.68
31925	Amo gli uccelli più dei gatti.	6.67
31926	Amo i pappagalli più dei criceti.	6.18
31927	Amo i criceti più dei pappagalli.	4.45
31930	Amo gli uccelli più dei criceti.	4.73
31931	Amo i pappagalli più dei maiali.	5.7
31932	Amo i maiali più dei pappagalli.	5.36
31935	Amo gli uccelli più dei maiali.	6.42
31936	Amo i pappagalli più dei cani.	5.32
31940	Amo gli uccelli più dei cani.	6.46
31981	Amo le anatre più dei gatti.	5.75
31982	Amo i gatti più delle anatre.	6.33
31983	Amo le anatre più degli uccelli.	2.92
31984	Amo gli uccelli più delle anatre.	3.5
31986	Amo le anatre più dei criceti.	6.0
31987	Amo i criceti più delle anatre.	6.08
31991	Amo le anatre più dei maiali.	6.17
31992	Amo i maiali più delle anatre.	5.83
31996	Amo le anatre più dei cani.	6.4
31997	Amo i cani più delle anatre.	6.67
32041	Amo i merli più dei gatti.	6.08
32042	Amo i gatti più dei merli.	6.45
32043	Amo i merli più degli uccelli.	1.9
32044	Amo gli uccelli più dei merli.	2.27
32046	Amo i merli più dei criceti.	6.36
32047	Amo i criceti più dei merli.	5.58
32051	Amo i merli più dei maiali.	6.0
32052	Amo i maiali più dei merli.	5.08
32056	Amo i merli più dei cani.	6.5
32057	Amo i cani più dei merli.	6.33
32101	Amo i passeri più dei gatti.	5.9
32102	Amo i gatti più dei passeri.	6.33
32103	Amo i passeri più degli uccelli.	1.69
32104	Amo gli uccelli più dei passeri.	2.08
32106	Amo i passeri più dei criceti.	6.2
32107	Amo i criceti più dei passeri.	6.42
32111	Amo i passeri più dei maiali.	6.17
32112	Amo i maiali più dei passeri.	5.56
32116	Amo i passeri più dei cani.	5.9
32117	Amo i cani più dei passeri.	5.92
33601	Amo le querce più dell' erba.	5.33
33602	Amo l' erba più delle querce.	5.58
33603	Amo le querce più degli alberi.	1.6
33604	Amo gli alberi più delle querce.	1.56
33605	Amo gli alberi più dell' erba.	6.11
33606	Amo le querce più degli animali.	4.7
33607	Amo gli animali più delle querce.	4.5
33610	Amo gli alberi più degli animali.	6.09
33611	Amo le querce più dei cespugli.	6.0
33612	Amo i cespugli più delle querce.	5.54
33615	Amo gli alberi più dei cespugli.	6.17
33616	Amo le querce più degli arbusti.	5.1
33617	Amo gli arbusti più delle querce.	4.73
33620	Amo gli alberi più degli arbusti.	5.33
33661	Amo le betulle più dell' erba.	6.0
33662	Amo l' erba più delle betulle.	5.56
33663	Amo le betulle più degli alberi.	2.4
33664	Amo gli alberi più delle betulle.	2.22
33666	Amo le betulle più degli animali.	5.77
33667	Amo gli animali più delle betulle.	4.78
33671	Amo le betulle più dei cespugli.	5.25
33672	Amo i cespugli più delle betulle.	5.67
33676	Amo le betulle più degli arbusti.	4.85
33677	Amo gli arbusti più delle betulle.	5.0
33721	Amo gli abeti più dell' erba.	5.91
33722	Amo l' erba più degli abeti.	4.89
33723	Amo gli abeti più degli alberi.	1.73
33724	Amo gli alberi più degli abeti.	1.58
33726	Amo gli abeti più degli animali.	5.75
33727	Amo gli animali più degli abeti.	4.55
33731	Amo gli abeti più dei cespugli.	5.18
33732	Amo i cespugli più degli abeti.	5.4
33736	Amo gli abeti più degli arbusti.	5.0
33737	Amo gli arbusti più degli abeti.	5.17
33781	Amo i pini più dell' erba.	5.73
33782	Amo l' erba più dei pini.	5.0
33783	Amo i pini più degli alberi.	1.55
33784	Amo gli alberi più dei pini.	3.17
33786	Amo i pini più degli animali.	4.83
33787	Amo gli animali più dei pini.	4.91
33791	Amo i pini più dei cespugli.	6.0
33792	Amo i cespugli più dei pini.	6.15
33796	Amo i pini più degli arbusti.	4.73
33797	Amo gli arbusti più dei pini.	4.38
36241	Amo il salmone più del pollo.	6.59
36242	Amo il pollo più del salmone.	6.08
36243	Amo il salmone più dei prodotti del mare.	2.58
36244	Amo i prodotti del mare più del salmone.	2.0
36245	Amo i prodotti del mare più del pollo.	6.17
36246	Amo il salmone più del vitello.	6.67
36247	Amo il vitello più del salmone.	6.0
36250	Amo i prodotti del mare più del vitello.	5.33
36251	Amo il salmone più del tacchino.	5.58
36252	Amo il tacchino più del salmone.	6.42
36255	Amo i prodotti del mare più del tacchino.	6.36
36256	Amo il salmone più del manzo.	6.27
36257	Amo il manzo più del salmone.	5.92
36260	Amo i prodotti del mare più del manzo.	6.91
36301	Amo i granchi più del pollo.	6.33
36302	Amo il pollo più dei granchi.	5.92
36303	Amo i granchi più dei prodotti del mare.	2.0
36304	Amo i prodotti del mare più dei granchi.	2.0
36306	Amo i granchi più del vitello.	3.55
36307	Amo il vitello più dei granchi.	6.0
36311	Amo i granchi più del tacchino.	6.09
36312	Amo il tacchino più dei granchi.	5.54
36316	Amo i granchi più del manzo.	3.77
36317	Amo il manzo più dei granchi.	5.54
36361	Amo le ostriche più del pollo.	6.0
36362	Amo il pollo più delle ostriche.	6.67
36363	Amo le ostriche più dei prodotti del mare.	2.45
36364	Amo i prodotti del mare più delle ostriche.	2.25
36366	Amo le ostriche più del vitello.	6.36
36367	Amo il vitello più delle ostriche.	6.5
36371	Amo le ostriche più del tacchino.	5.55
36372	Amo il tacchino più delle ostriche.	5.64
36376	Amo le ostriche più del manzo.	6.09
36377	Amo il manzo più delle ostriche.	6.55
36421	Amo il caviale più del pollo.	5.75
36422	Amo il pollo più del caviale.	6.0
36423	Amo il caviale più dei prodotti del mare.	2.92
36424	Amo i prodotti del mare più del caviale.	3.25
36426	Amo il caviale più del vitello.	5.75
36427	Amo il vitello più del caviale.	6.33
36431	Amo il caviale più del tacchino.	6.27
36432	Amo il tacchino più del caviale.	6.23
36436	Amo il caviale più del manzo.	6.18
36437	Amo il manzo più del caviale.	6.45
