ID	Sentence	Labels
10181	I use vinyl , and more specifically wood .	0
10182	I use wood , and more specifically vinyl .	0
10183	I use vinyl , and more specifically plastic .	0
10184	I use plastic , and more specifically vinyl .	1
10186	I use vinyl , and more specifically cotton .	0
10187	I use cotton , and more specifically vinyl .	0
10191	I use vinyl , and more specifically glass .	0
10192	I use glass , and more specifically vinyl .	0
10196	I use vinyl , and more specifically leather .	0
10197	I use leather , and more specifically vinyl .	0
10221	I use PVC , and more specifically wood .	0
10222	I use wood , and more specifically PVC .	0
10223	I use PVC , and more specifically plastic .	0
10224	I use plastic , and more specifically PVC .	1
10226	I use PVC , and more specifically cotton .	0
10227	I use cotton , and more specifically PVC .	0
10231	I use PVC , and more specifically glass .	0
10232	I use glass , and more specifically PVC .	0
10236	I use PVC , and more specifically leather .	0
10237	I use leather , and more specifically PVC .	0
10261	I like chairs , and more specifically cutlery .	0
10262	I like cutlery , and more specifically chairs .	0
10263	I like chairs , and more specifically furniture .	0
10264	I like furniture , and more specifically chairs .	1
10265	I like furniture , and more specifically cutlery .	0
10266	I like chairs , and more specifically paintings .	0
10267	I like paintings , and more specifically chairs .	0
10270	I like furniture , and more specifically paintings .	0
10271	I like chairs , and more specifically wallpaper .	0
10272	I like wallpaper , and more specifically chairs .	0
10275	I like furniture , and more specifically wallpaper .	0
10276	I like chairs , and more specifically parquet .	0
10277	I like parquet , and more specifically chairs .	0
10280	I like furniture , and more specifically parquet .	0
10301	I like tables , and more specifically cutlery .	0
10302	I like cutlery , and more specifically tables .	0
10303	I like tables , and more specifically furniture .	0
10304	I like furniture , and more specifically tables .	1
10306	I like tables , and more specifically paintings .	0
10307	I like paintings , and more specifically tables .	0
10311	I like tables , and more specifically wallpaper .	0
10312	I like wallpaper , and more specifically tables .	0
10316	I like tables , and more specifically parquet .	0
10317	I like parquet , and more specifically tables .	0
10341	I like wardrobes , and more specifically cutlery .	0
10342	I like cutlery , and more specifically wardrobes .	0
10343	I like wardrobes , and more specifically furniture .	0
10344	I like furniture , and more specifically wardrobes .	1
10346	I like wardrobes , and more specifically paintings .	0
10347	I like paintings , and more specifically wardrobes .	0
10351	I like wardrobes , and more specifically wallpaper .	0
10352	I like wallpaper , and more specifically wardrobes .	0
10356	I like wardrobes , and more specifically parquet .	0
10357	I like parquet , and more specifically wardrobes .	0
10381	I like beds , and more specifically cutlery .	0
10382	I like cutlery , and more specifically beds .	0
10383	I like beds , and more specifically furniture .	0
10384	I like furniture , and more specifically beds .	1
10386	I like beds , and more specifically paintings .	0
10387	I like paintings , and more specifically beds .	0
10391	I like beds , and more specifically wallpaper .	0
10392	I like wallpaper , and more specifically beds .	0
10396	I like beds , and more specifically parquet .	0
10397	I like parquet , and more specifically beds .	0
1041	I like socks , except shoes .	0
10421	I like Merlot , and more specifically coca-cola .	0
10422	I like coca-cola , and more specifically Merlot .	0
10423	I like Merlot , and more specifically wine .	0
10424	I like wine , and more specifically Merlot .	1
10425	I like wine , and more specifically coca-cola .	0
10426	I like Merlot , and more specifically water .	0
10427	I like water , and more specifically Merlot .	0
1042	I like shoes , except socks .	0
10430	I like wine , and more specifically water .	0
10431	I like Merlot , and more specifically sprite .	0
10432	I like sprite , and more specifically Merlot .	0
10435	I like wine , and more specifically sprite .	0
10436	I like Merlot , and more specifically beer .	0
10437	I like beer , and more specifically Merlot .	0
1043	I like socks , except clothes .	0
10440	I like wine , and more specifically beer .	0
1044	I like clothes , except socks .	1
10461	I like Chardonnay , and more specifically coca-cola .	0
10462	I like coca-cola , and more specifically Chardonnay .	0
10463	I like Chardonnay , and more specifically wine .	0
10464	I like wine , and more specifically Chardonnay .	1
10466	I like Chardonnay , and more specifically water .	0
10467	I like water , and more specifically Chardonnay .	0
1046	I like socks , except jewelry .	0
10471	I like Chardonnay , and more specifically sprite .	0
10472	I like sprite , and more specifically Chardonnay .	0
10476	I like Chardonnay , and more specifically beer .	0
10477	I like beer , and more specifically Chardonnay .	0
1047	I like jewelry , except socks .	0
10501	I like Chianti , and more specifically coca-cola .	0
10502	I like coca-cola , and more specifically Chianti .	0
10503	I like Chianti , and more specifically wine .	0
10504	I like wine , and more specifically Chianti .	1
10506	I like Chianti , and more specifically water .	0
10507	I like water , and more specifically Chianti .	0
10511	I like Chianti , and more specifically sprite .	0
10512	I like sprite , and more specifically Chianti .	0
10516	I like Chianti , and more specifically beer .	0
10517	I like beer , and more specifically Chianti .	0
1051	I like socks , except glasses .	0
1052	I like glasses , except socks .	0
10541	I like Zinfandel , and more specifically coca-cola .	0
10542	I like coca-cola , and more specifically Zinfandel .	0
10543	I like Zinfandel , and more specifically wine .	0
10544	I like wine , and more specifically Zinfandel .	1
10546	I like Zinfandel , and more specifically water .	0
10547	I like water , and more specifically Zinfandel .	0
10551	I like Zinfandel , and more specifically sprite .	0
10552	I like sprite , and more specifically Zinfandel .	0
10556	I like Zinfandel , and more specifically beer .	0
10557	I like beer , and more specifically Zinfandel .	0
1056	I like socks , except earrings .	0
1057	I like earrings , except socks .	0
1081	I like skirts , except shoes .	0
1082	I like shoes , except skirts .	0
1083	I like skirts , except clothes .	0
1084	I like clothes , except skirts .	1
1086	I like skirts , except jewelry .	0
1087	I like jewelry , except skirts .	0
10901	I like rock , and more specifically sports .	0
10902	I like sports , and more specifically rock .	0
10903	I like rock , and more specifically music .	0
10904	I like music , and more specifically rock .	1
10905	I like music , and more specifically sports .	0
10906	I like rock , and more specifically boardgames .	0
10907	I like boardgames , and more specifically rock .	0
10910	I like music , and more specifically boardgames .	0
10911	I like rock , and more specifically food .	0
10912	I like food , and more specifically rock .	0
10915	I like music , and more specifically food .	0
10916	I like rock , and more specifically jewelry .	0
10917	I like jewelry , and more specifically rock .	0
1091	I like skirts , except glasses .	0
10920	I like music , and more specifically jewelry .	0
1092	I like glasses , except skirts .	0
10941	I like jazz , and more specifically sports .	0
10942	I like sports , and more specifically jazz .	0
10943	I like jazz , and more specifically music .	0
10944	I like music , and more specifically jazz .	1
10946	I like jazz , and more specifically boardgames .	0
10947	I like boardgames , and more specifically jazz .	0
10951	I like jazz , and more specifically food .	0
10952	I like food , and more specifically jazz .	0
10956	I like jazz , and more specifically jewelry .	0
10957	I like jewelry , and more specifically jazz .	0
1096	I like skirts , except earrings .	0
1097	I like earrings , except skirts .	0
10981	I like techno , and more specifically sports .	0
10982	I like sports , and more specifically techno .	0
10983	I like techno , and more specifically music .	0
10984	I like music , and more specifically techno .	1
10986	I like techno , and more specifically boardgames .	0
10987	I like boardgames , and more specifically techno .	0
10991	I like techno , and more specifically food .	0
10992	I like food , and more specifically techno .	0
10996	I like techno , and more specifically jewelry .	0
10997	I like jewelry , and more specifically techno .	0
10	I like dogs , except hamsters .	0
11021	I like blues , and more specifically sports .	0
11022	I like sports , and more specifically blues .	0
11023	I like blues , and more specifically music .	0
11024	I like music , and more specifically blues .	1
11026	I like blues , and more specifically boardgames .	0
11027	I like boardgames , and more specifically blues .	0
11031	I like blues , and more specifically food .	0
11032	I like food , and more specifically blues .	0
11036	I like blues , and more specifically jewelry .	0
11037	I like jewelry , and more specifically blues .	0
11381	I like ham , and more specifically fish .	0
11382	I like fish , and more specifically ham .	0
11383	I like ham , and more specifically pork .	0
11384	I like pork , and more specifically ham .	1
11385	I like pork , and more specifically fish .	0
11386	I like ham , and more specifically broccoli .	0
11387	I like broccoli , and more specifically ham .	0
11390	I like pork , and more specifically broccoli .	0
11391	I like ham , and more specifically apples .	0
11392	I like apples , and more specifically ham .	0
11395	I like pork , and more specifically apples .	0
11396	I like ham , and more specifically carrots .	0
11397	I like carrots , and more specifically ham .	0
11400	I like pork , and more specifically carrots .	0
11421	I like prosciutto , and more specifically fish .	0
11422	I like fish , and more specifically prosciutto .	0
11423	I like prosciutto , and more specifically pork .	0
11424	I like pork , and more specifically prosciutto .	1
11426	I like prosciutto , and more specifically broccoli .	0
11427	I like broccoli , and more specifically prosciutto .	0
11431	I like prosciutto , and more specifically apples .	0
11432	I like apples , and more specifically prosciutto .	0
11436	I like prosciutto , and more specifically carrots .	0
11437	I like carrots , and more specifically prosciutto .	0
11461	I like bacon , and more specifically fish .	0
11462	I like fish , and more specifically bacon .	0
11463	I like bacon , and more specifically pork .	0
11464	I like pork , and more specifically bacon .	1
11466	I like bacon , and more specifically broccoli .	0
11467	I like broccoli , and more specifically bacon .	0
11471	I like bacon , and more specifically apples .	0
11472	I like apples , and more specifically bacon .	0
11476	I like bacon , and more specifically carrots .	0
11477	I like carrots , and more specifically bacon .	0
11501	I like lard , and more specifically fish .	0
11502	I like fish , and more specifically lard .	0
11503	I like lard , and more specifically pork .	0
11504	I like pork , and more specifically lard .	1
11506	I like lard , and more specifically broccoli .	0
11507	I like broccoli , and more specifically lard .	0
11511	I like lard , and more specifically apples .	0
11512	I like apples , and more specifically lard .	0
11516	I like lard , and more specifically carrots .	0
11517	I like carrots , and more specifically lard .	0
11701	I like salmon , and more specifically chicken .	0
11702	I like chicken , and more specifically salmon .	0
11703	I like salmon , and more specifically seafood .	0
11704	I like seafood , and more specifically salmon .	1
11705	I like seafood , and more specifically chicken .	0
11706	I like salmon , and more specifically veal .	0
11707	I like veal , and more specifically salmon .	0
11710	I like seafood , and more specifically veal .	0
11711	I like salmon , and more specifically turkey .	0
11712	I like turkey , and more specifically salmon .	0
11715	I like seafood , and more specifically turkey .	0
11716	I like salmon , and more specifically beef .	0
11717	I like beef , and more specifically salmon .	0
11720	I like seafood , and more specifically beef .	0
11741	I like crabs , and more specifically chicken .	0
11742	I like chicken , and more specifically crabs .	0
11743	I like crabs , and more specifically seafood .	0
11744	I like seafood , and more specifically crabs .	1
11746	I like crabs , and more specifically veal .	0
11747	I like veal , and more specifically crabs .	0
11751	I like crabs , and more specifically turkey .	0
11752	I like turkey , and more specifically crabs .	0
11756	I like crabs , and more specifically beef .	0
11757	I like beef , and more specifically crabs .	0
11781	I like oysters , and more specifically chicken .	0
11782	I like chicken , and more specifically oysters .	0
11783	I like oysters , and more specifically seafood .	0
11784	I like seafood , and more specifically oysters .	1
11786	I like oysters , and more specifically veal .	0
11787	I like veal , and more specifically oysters .	0
11791	I like oysters , and more specifically turkey .	0
11792	I like turkey , and more specifically oysters .	0
11796	I like oysters , and more specifically beef .	0
11797	I like beef , and more specifically oysters .	0
11821	I like caviar , and more specifically chicken .	0
11822	I like chicken , and more specifically caviar .	0
11823	I like caviar , and more specifically seafood .	0
11824	I like seafood , and more specifically caviar .	1
11826	I like caviar , and more specifically veal .	0
11827	I like veal , and more specifically caviar .	0
11831	I like caviar , and more specifically turkey .	0
11832	I like turkey , and more specifically caviar .	0
11836	I like caviar , and more specifically beef .	0
11837	I like beef , and more specifically caviar .	0
11	I like huskies , except parrots .	0
12021	I like thrillers , and more specifically essays .	0
12022	I like essays , and more specifically thrillers .	0
12023	I like thrillers , and more specifically movies .	0
12024	I like movies , and more specifically thrillers .	1
12025	I like movies , and more specifically essays .	0
12026	I like thrillers , and more specifically textbooks .	0
12027	I like textbooks , and more specifically thrillers .	0
12030	I like movies , and more specifically textbooks .	0
12031	I like thrillers , and more specifically boardgames .	0
12032	I like boardgames , and more specifically thrillers .	0
12035	I like movies , and more specifically boardgames .	0
12036	I like thrillers , and more specifically videogames .	0
12037	I like videogames , and more specifically thrillers .	0
12040	I like movies , and more specifically videogames .	0
12061	I like westerns , and more specifically essays .	0
12062	I like essays , and more specifically westerns .	0
12063	I like westerns , and more specifically movies .	0
12064	I like movies , and more specifically westerns .	1
12066	I like westerns , and more specifically textbooks .	0
12067	I like textbooks , and more specifically westerns .	0
12071	I like westerns , and more specifically boardgames .	0
12072	I like boardgames , and more specifically westerns .	0
12076	I like westerns , and more specifically videogames .	0
12077	I like videogames , and more specifically westerns .	0
12101	I like comedies , and more specifically essays .	0
12102	I like essays , and more specifically comedies .	0
12103	I like comedies , and more specifically movies .	0
12104	I like movies , and more specifically comedies .	1
12106	I like comedies , and more specifically textbooks .	0
12107	I like textbooks , and more specifically comedies .	0
12111	I like comedies , and more specifically boardgames .	0
12112	I like boardgames , and more specifically comedies .	0
12116	I like comedies , and more specifically videogames .	0
12117	I like videogames , and more specifically comedies .	0
12141	I like documentaries , and more specifically essays .	0
12142	I like essays , and more specifically documentaries .	0
12143	I like documentaries , and more specifically movies .	0
12144	I like movies , and more specifically documentaries .	1
12146	I like documentaries , and more specifically textbooks .	0
12147	I like textbooks , and more specifically documentaries .	0
12151	I like documentaries , and more specifically boardgames .	0
12152	I like boardgames , and more specifically documentaries .	0
12156	I like documentaries , and more specifically videogames .	0
12157	I like videogames , and more specifically documentaries .	0
12181	I like bracelets , and more specifically handbags .	0
12182	I like handbags , and more specifically bracelets .	0
12183	I like bracelets , and more specifically jewelry .	0
12184	I like jewelry , and more specifically bracelets .	1
12185	I like jewelry , and more specifically handbags .	0
12186	I like bracelets , and more specifically scarfs .	0
12187	I like scarfs , and more specifically bracelets .	0
12190	I like jewelry , and more specifically scarfs .	0
12191	I like bracelets , and more specifically glasses .	0
12192	I like glasses , and more specifically bracelets .	0
12195	I like jewelry , and more specifically glasses .	0
12196	I like bracelets , and more specifically shoes .	0
12197	I like shoes , and more specifically bracelets .	0
121	I like beagles , except cats .	0
12200	I like jewelry , and more specifically shoes .	0
12221	I like necklaces , and more specifically handbags .	0
12222	I like handbags , and more specifically necklaces .	0
12223	I like necklaces , and more specifically jewelry .	0
12224	I like jewelry , and more specifically necklaces .	1
12226	I like necklaces , and more specifically scarfs .	0
12227	I like scarfs , and more specifically necklaces .	0
12231	I like necklaces , and more specifically glasses .	0
12232	I like glasses , and more specifically necklaces .	0
12236	I like necklaces , and more specifically shoes .	0
12237	I like shoes , and more specifically necklaces .	0
12261	I like earrings , and more specifically handbags .	0
12262	I like handbags , and more specifically earrings .	0
12263	I like earrings , and more specifically jewelry .	0
12264	I like jewelry , and more specifically earrings .	1
12266	I like earrings , and more specifically scarfs .	0
12267	I like scarfs , and more specifically earrings .	0
12271	I like earrings , and more specifically glasses .	0
12272	I like glasses , and more specifically earrings .	0
12276	I like earrings , and more specifically shoes .	0
12277	I like shoes , and more specifically earrings .	0
122	I like cats , except beagles .	0
12301	I like rings , and more specifically handbags .	0
12302	I like handbags , and more specifically rings .	0
12303	I like rings , and more specifically jewelry .	0
12304	I like jewelry , and more specifically rings .	1
12306	I like rings , and more specifically scarfs .	0
12307	I like scarfs , and more specifically rings .	0
12311	I like rings , and more specifically glasses .	0
12312	I like glasses , and more specifically rings .	0
12316	I like rings , and more specifically shoes .	0
12317	I like shoes , and more specifically rings .	0
12341	I like cats , and more specifically giraffes .	0
12342	I like giraffes , and more specifically cats .	0
12343	I like cats , and more specifically pets .	0
12344	I like pets , and more specifically cats .	1
12345	I like pets , and more specifically giraffes .	0
12346	I like cats , and more specifically bears .	0
12347	I like bears , and more specifically cats .	0
12350	I like pets , and more specifically bears .	0
12351	I like cats , and more specifically jellyfish .	0
12352	I like jellyfish , and more specifically cats .	0
12355	I like pets , and more specifically jellyfish .	0
12356	I like cats , and more specifically whales .	0
12357	I like whales , and more specifically cats .	0
12360	I like pets , and more specifically whales .	0
12381	I like dogs , and more specifically giraffes .	0
12382	I like giraffes , and more specifically dogs .	0
12383	I like dogs , and more specifically pets .	0
12384	I like pets , and more specifically dogs .	1
12386	I like dogs , and more specifically bears .	0
12387	I like bears , and more specifically dogs .	0
12391	I like dogs , and more specifically jellyfish .	0
12392	I like jellyfish , and more specifically dogs .	0
12396	I like dogs , and more specifically whales .	0
12397	I like whales , and more specifically dogs .	0
123	I like beagles , except dogs .	0
12421	I like rabbits , and more specifically giraffes .	0
12422	I like giraffes , and more specifically rabbits .	0
12423	I like rabbits , and more specifically pets .	0
12424	I like pets , and more specifically rabbits .	1
12426	I like rabbits , and more specifically bears .	0
12427	I like bears , and more specifically rabbits .	0
12431	I like rabbits , and more specifically jellyfish .	0
12432	I like jellyfish , and more specifically rabbits .	0
12436	I like rabbits , and more specifically whales .	0
12437	I like whales , and more specifically rabbits .	0
12461	I like hamsters , and more specifically giraffes .	0
12462	I like giraffes , and more specifically hamsters .	0
12463	I like hamsters , and more specifically pets .	0
12464	I like pets , and more specifically hamsters .	1
12466	I like hamsters , and more specifically bears .	0
12467	I like bears , and more specifically hamsters .	0
12471	I like hamsters , and more specifically jellyfish .	0
12472	I like jellyfish , and more specifically hamsters .	0
12476	I like hamsters , and more specifically whales .	0
12477	I like whales , and more specifically hamsters .	0
124	I like dogs , except beagles .	1
126	I like beagles , except hamsters .	0
127	I like hamsters , except beagles .	0
1281	I like oaks , except grass .	0
12821	He trusts his sight , and more specifically rumors .	0
12822	He trusts rumors , and more specifically his sight .	0
12823	He trusts his sight , and more specifically his senses .	0
12824	He trusts his senses , and more specifically his sight .	1
12825	He trusts his senses , and more specifically rumors .	0
12826	He trusts his sight , and more specifically reports .	0
12827	He trusts reports , and more specifically his sight .	0
1282	I like grass , except oaks .	0
12830	He trusts his senses , and more specifically reports .	0
12831	He trusts his sight , and more specifically reconstructions .	0
12832	He trusts reconstructions , and more specifically his sight .	0
12835	He trusts his senses , and more specifically reconstructions .	0
12836	He trusts his sight , and more specifically guesses .	0
12837	He trusts guesses , and more specifically his sight .	0
1283	I like oaks , except trees .	0
12840	He trusts his senses , and more specifically guesses .	0
1284	I like trees , except oaks .	1
1285	I like trees , except grass .	0
12861	He trusts his hearing , and more specifically rumors .	0
12862	He trusts rumors , and more specifically his hearing .	0
12863	He trusts his hearing , and more specifically his senses .	0
12864	He trusts his senses , and more specifically his hearing .	1
12866	He trusts his hearing , and more specifically reports .	0
12867	He trusts reports , and more specifically his hearing .	0
1286	I like oaks , except animals .	0
12871	He trusts his hearing , and more specifically reconstructions .	0
12872	He trusts reconstructions , and more specifically his hearing .	0
12876	He trusts his hearing , and more specifically guesses .	0
12877	He trusts guesses , and more specifically his hearing .	0
1287	I like animals , except oaks .	0
12901	He trusts his touch , and more specifically rumors .	0
12902	He trusts rumors , and more specifically his touch .	0
12903	He trusts his touch , and more specifically his senses .	0
12904	He trusts his senses , and more specifically his touch .	1
12906	He trusts his touch , and more specifically reports .	0
12907	He trusts reports , and more specifically his touch .	0
1290	I like trees , except animals .	0
12911	He trusts his touch , and more specifically reconstructions .	0
12912	He trusts reconstructions , and more specifically his touch .	0
12916	He trusts his touch , and more specifically guesses .	0
12917	He trusts guesses , and more specifically his touch .	0
1291	I like oaks , except bushes .	0
1292	I like bushes , except oaks .	0
12941	He trusts his taste , and more specifically rumors .	0
12942	He trusts rumors , and more specifically his taste .	0
12943	He trusts his taste , and more specifically his senses .	0
12944	He trusts his senses , and more specifically his taste .	1
12946	He trusts his taste , and more specifically reports .	0
12947	He trusts reports , and more specifically his taste .	0
12951	He trusts his taste , and more specifically reconstructions .	0
12952	He trusts reconstructions , and more specifically his taste .	0
12956	He trusts his taste , and more specifically guesses .	0
12957	He trusts guesses , and more specifically his taste .	0
1295	I like trees , except bushes .	0
1296	I like oaks , except shrubs .	0
1297	I like shrubs , except oaks .	0
12981	He likes joy , and more specifically wisdom .	0
12982	He likes wisdom , and more specifically joy .	0
12983	He likes joy , and more specifically emotions .	0
12984	He likes emotions , and more specifically joy .	1
12985	He likes emotions , and more specifically wisdom .	0
12986	He likes joy , and more specifically stupidity .	0
12987	He likes stupidity , and more specifically joy .	0
12990	He likes emotions , and more specifically stupidity .	0
12991	He likes joy , and more specifically logic .	0
12992	He likes logic , and more specifically joy .	0
12995	He likes emotions , and more specifically logic .	0
12996	He likes joy , and more specifically calculations .	0
12997	He likes calculations , and more specifically joy .	0
12	I like parrots , except huskies .	0
13000	He likes emotions , and more specifically calculations .	0
1300	I like trees , except shrubs .	0
13021	He likes fear , and more specifically wisdom .	0
13022	He likes wisdom , and more specifically fear .	0
13023	He likes fear , and more specifically emotions .	0
13024	He likes emotions , and more specifically fear .	1
13026	He likes fear , and more specifically stupidity .	0
13027	He likes stupidity , and more specifically fear .	0
13031	He likes fear , and more specifically logic .	0
13032	He likes logic , and more specifically fear .	0
13036	He likes fear , and more specifically calculations .	0
13037	He likes calculations , and more specifically fear .	0
13061	He likes love , and more specifically wisdom .	0
13062	He likes wisdom , and more specifically love .	0
13063	He likes love , and more specifically emotions .	0
13064	He likes emotions , and more specifically love .	1
13066	He likes love , and more specifically stupidity .	0
13067	He likes stupidity , and more specifically love .	0
13071	He likes love , and more specifically logic .	0
13072	He likes logic , and more specifically love .	0
13076	He likes love , and more specifically calculations .	0
13077	He likes calculations , and more specifically love .	0
13101	He likes sadness , and more specifically wisdom .	0
13102	He likes wisdom , and more specifically sadness .	0
13103	He likes sadness , and more specifically emotions .	0
13104	He likes emotions , and more specifically sadness .	1
13106	He likes sadness , and more specifically stupidity .	0
13107	He likes stupidity , and more specifically sadness .	0
13111	He likes sadness , and more specifically logic .	0
13112	He likes logic , and more specifically sadness .	0
13116	He likes sadness , and more specifically calculations .	0
13117	He likes calculations , and more specifically sadness .	0
13141	I like textbooks , and more specifically music .	0
13142	I like music , and more specifically textbooks .	0
13143	I like textbooks , and more specifically books .	0
13144	I like books , and more specifically textbooks .	1
13145	I like books , and more specifically music .	0
13146	I like textbooks , and more specifically films .	0
13147	I like films , and more specifically textbooks .	0
13150	I like books , and more specifically films .	0
13151	I like textbooks , and more specifically cartoons .	0
13152	I like cartoons , and more specifically textbooks .	0
13155	I like books , and more specifically cartoons .	0
13156	I like textbooks , and more specifically paintings .	0
13157	I like paintings , and more specifically textbooks .	0
13160	I like books , and more specifically paintings .	0
13181	I like essays , and more specifically music .	0
13182	I like music , and more specifically essays .	0
13183	I like essays , and more specifically books .	0
13184	I like books , and more specifically essays .	1
13186	I like essays , and more specifically films .	0
13187	I like films , and more specifically essays .	0
13191	I like essays , and more specifically cartoons .	0
13192	I like cartoons , and more specifically essays .	0
13196	I like essays , and more specifically paintings .	0
13197	I like paintings , and more specifically essays .	0
131	I like beagles , except parrots .	0
1321	I like birches , except grass .	0
13221	I like novels , and more specifically music .	0
13222	I like music , and more specifically novels .	0
13223	I like novels , and more specifically books .	0
13224	I like books , and more specifically novels .	1
13226	I like novels , and more specifically films .	0
13227	I like films , and more specifically novels .	0
1322	I like grass , except birches .	0
13231	I like novels , and more specifically cartoons .	0
13232	I like cartoons , and more specifically novels .	0
13236	I like novels , and more specifically paintings .	0
13237	I like paintings , and more specifically novels .	0
1323	I like birches , except trees .	0
1324	I like trees , except birches .	1
13261	I like handbooks , and more specifically music .	0
13262	I like music , and more specifically handbooks .	0
13263	I like handbooks , and more specifically books .	0
13264	I like books , and more specifically handbooks .	1
13266	I like handbooks , and more specifically films .	0
13267	I like films , and more specifically handbooks .	0
1326	I like birches , except animals .	0
13271	I like handbooks , and more specifically cartoons .	0
13272	I like cartoons , and more specifically handbooks .	0
13276	I like handbooks , and more specifically paintings .	0
13277	I like paintings , and more specifically handbooks .	0
1327	I like animals , except birches .	0
132	I like parrots , except beagles .	0
13301	I met clerks , and more specifically factories .	0
13302	I met factories , and more specifically clerks .	0
13303	I met clerks , and more specifically workers .	0
13304	I met workers , and more specifically clerks .	1
13305	I met workers , and more specifically factories .	0
13306	I met clerks , and more specifically restaurants .	0
13307	I met restaurants , and more specifically clerks .	0
13310	I met workers , and more specifically restaurants .	0
13311	I met clerks , and more specifically schools .	0
13312	I met schools , and more specifically clerks .	0
13315	I met workers , and more specifically schools .	0
13316	I met clerks , and more specifically offices .	0
13317	I met offices , and more specifically clerks .	0
1331	I like birches , except bushes .	0
13320	I met workers , and more specifically offices .	0
1332	I like bushes , except birches .	0
13341	I met waiters , and more specifically factories .	0
13342	I met factories , and more specifically waiters .	0
13343	I met waiters , and more specifically workers .	0
13344	I met workers , and more specifically waiters .	1
13346	I met waiters , and more specifically restaurants .	0
13347	I met restaurants , and more specifically waiters .	0
13351	I met waiters , and more specifically schools .	0
13352	I met schools , and more specifically waiters .	0
13356	I met waiters , and more specifically offices .	0
13357	I met offices , and more specifically waiters .	0
1336	I like birches , except shrubs .	0
1337	I like shrubs , except birches .	0
13381	I met caretakers , and more specifically factories .	0
13382	I met factories , and more specifically caretakers .	0
13383	I met caretakers , and more specifically workers .	0
13384	I met workers , and more specifically caretakers .	1
13386	I met caretakers , and more specifically restaurants .	0
13387	I met restaurants , and more specifically caretakers .	0
13391	I met caretakers , and more specifically schools .	0
13392	I met schools , and more specifically caretakers .	0
13396	I met caretakers , and more specifically offices .	0
13397	I met offices , and more specifically caretakers .	0
13421	I met professors , and more specifically factories .	0
13422	I met factories , and more specifically professors .	0
13423	I met professors , and more specifically workers .	0
13424	I met workers , and more specifically professors .	1
13426	I met professors , and more specifically restaurants .	0
13427	I met restaurants , and more specifically professors .	0
13431	I met professors , and more specifically schools .	0
13432	I met schools , and more specifically professors .	0
13436	I met professors , and more specifically offices .	0
13437	I met offices , and more specifically professors .	0
13461	I met biologists , and more specifically clerks .	0
13462	I met clerks , and more specifically biologists .	0
13463	I met biologists , and more specifically scientists .	0
13464	I met scientists , and more specifically biologists .	1
13465	I met scientists , and more specifically clerks .	0
13466	I met biologists , and more specifically waiters .	0
13467	I met waiters , and more specifically biologists .	0
13470	I met scientists , and more specifically waiters .	0
13471	I met biologists , and more specifically caretakers .	0
13472	I met caretakers , and more specifically biologists .	0
13475	I met scientists , and more specifically caretakers .	0
13476	I met biologists , and more specifically janitors .	0
13477	I met janitors , and more specifically biologists .	0
13480	I met scientists , and more specifically janitors .	0
13501	I met geneticists , and more specifically clerks .	0
13502	I met clerks , and more specifically geneticists .	0
13503	I met geneticists , and more specifically scientists .	0
13504	I met scientists , and more specifically geneticists .	1
13506	I met geneticists , and more specifically waiters .	0
13507	I met waiters , and more specifically geneticists .	0
