ID	Sentence	Labels
3000	I do not like beer , I prefer Chianti .	1
1115	I use wood , an interesting type of nylon .	0
1547	He trusts his senses , an interesting type of sight .	0
2664	I do not like dogs , I prefer hamsters .	1
1433	I like videogames , an interesting type of comedy .	0
2914	I do not like PVC , I prefer plastic .	0
679	I met geneticists , and more specifically janitors .	0
2792	I do not like clothes , I prefer shirts .	0
5259	I like movies , but not textbooks .	1
4934	I like birches , but not bushes .	1
3965	I like boardgames more than techno .	1
4161	I like boardgames more than documentaries .	1
1743	I met waiters , an interesting type of geneticist .	0
3434	I do not like factories , I prefer clerks .	1
3381	He does not like sadness , he prefers emotions .	0
4879	I like shirts , but not earrings .	1
135	I like clothes , except socks .	1
4514	He trusts his sight , except reports .	0
3688	I like trousers more than clothes .	0
3544	I like dogs more than hamsters .	1
192	I like music , and more specifically jewelry .	0
349	I like videogames , and more specifically comedies .	0
2751	I do not like motorcycles , I prefer bicycles .	1
5579	I met caretakers , but not biologists .	1
113	I like paintings , and more specifically beds .	0
1213	I like beer , an interesting type of Chardonnay .	0
5653	I like beagles , and more specifically cats .	0
2190	I like prosciutto , and pork too .	0
3547	I like dogs more than parrots .	1
2153	I like techno , and food too .	1
2768	I do not like enduros , I prefer ships .	1
3536	I like veal , except caviar .	0
1826	I like birds , and pigs too .	1
596	I like handbooks , and more specifically music .	0
56	I use vinyl , and more specifically plastic .	0
818	I like pigs , except parrots .	0
4313	He trusts reconstructions more than his touch .	1
2019	I use vinyl , and cotton too .	1
5456	He likes stupidity , but not fear .	1
4772	I like bulldogs , but not rabbits .	1
246	I like broccoli , and more specifically prosciutto .	0
1526	I like rabbits , an interesting type of bear .	0
3192	I do not like movies , I prefer documentaries .	0
5278	I like comedies , but not movies .	0
5214	I like seafood , but not turkey .	1
3751	I like firs more than trees .	0
2106	I like wine , and Chianti too .	0
1010	I like shirts , an interesting type of pet .	0
982	I like motorcycles , an interesting type of Suzuki .	0
4725	I met physicists , except clerks .	0
2040	I like chairs , and paintings too .	1
2094	I like coca-cola , and Chardonnay too .	1
3754	I like animals more than firs .	1
2549	I like films , and handbooks too .	1
4520	He trusts his sight , except guesses .	0
1755	I met caretakers , an interesting type of astronomer .	0
3686	I like trousers more than pets .	1
2373	I like pets , and bears too .	1
2661	I do not like dogs , I prefer cats .	1
892	I like hamsters , an interesting type of bobtail .	0
3449	I do not like waiters , I prefer workers .	0
1619	He likes stupidity , an interesting type of love .	0
698	I met caretakers , and more specifically physicists .	0
4189	I like scarfs more than necklaces .	1
145	I like Chardonnay , and more specifically beer .	0
4958	I like bushes , but not pines .	1
823	I like birds , except pigs .	0
1637	I like books , an interesting type of textbook .	0
3732	I like thrillers , except movies .	0
3117	I do not like crabs , I prefer seafood .	0
2394	I like pets , and rabbits too .	0
5720	I like Harley-Davidson , and more specifically airplanes .	0
5657	I like beagles , and more specifically hamsters .	0
961	I like dogs , an interesting type of sparrow .	0
953	I like cats , an interesting type of sparrow .	0
169	I like beer , and more specifically Zinfandel .	0
1116	I use nylon , an interesting type of plastic .	1
4235	I like pets more than dogs .	0
2245	I like crabs , and turkey too .	1
4878	I like clothes , but not glasses .	1
1411	I like thrillers , an interesting type of videogame .	0
2523	I like essays , and music too .	1
2655	I like sparrows , except hamsters .	0
2579	I like factories , and caretakers too .	1
717	I like pines , except animals .	0
3499	I do not like geneticists , I prefer caretakers .	1
4157	I like documentaries more than textbooks .	1
77	I like furniture , and more specifically chairs .	1
664	I met scientists , and more specifically waiters .	0
3961	I like sports more than techno .	1
3422	I do not like paintings , I prefer novels .	1
3125	I do not like oysters , I prefer chicken .	1
5337	I like glasses , but not rings .	1
773	I like chairs , except paintings .	0
2610	I met biologists , and janitors too .	1
4759	I like bobtails , but not parrots .	1
4047	I like carrots more than lard .	1
5654	I like cats , and more specifically beagles .	0
496	I like oaks , except bushes .	0
1623	He likes calculations , an interesting type of love .	0
1388	I like chicken , an interesting type of caviar .	0
697	I met physicists , and more specifically caretakers .	0
1264	I like boardgames , except rock .	0
3875	I like wine more than Merlot .	0
906	I like rabbits , an interesting type of bulldog .	0
5081	I like Chianti , but not coca-cola .	1
5243	I like seafood , but not caviar .	1
1069	I like trees , an interesting type of shrub .	0
1273	I like techno , an interesting type of necklace .	0
3874	I like Merlot more than wine .	0
342	I like comedies , and more specifically movies .	0
5162	I like pork , but not broccoli .	1
4492	I like astronomers more than waiters .	1
4035	I like apples more than bacon .	1
2138	I like sports , and jazz too .	1
2100	I like sprite , and Chardonnay too .	1
4184	I like necklaces more than handbags .	1
652	I met restaurants , and more specifically professors .	0
4467	I like scientists more than biologists .	0
4006	I like pork more than fish .	1
1381	I like veal , an interesting type of oysters .	0
432	I like giraffes , and more specifically rabbits .	0
4735	I like dogs , except huskies .	1
3644	I like Suzukis more than motorcycles .	0
566	I like cartoons , and more specifically textbooks .	0
1998	I use plastic , and cotton too .	1
964	I like hamsters , except ducks .	0
4140	I like essays more than comedies .	1
4895	I like clothes , but not socks .	1
5418	He trusts rumors , but not his touch .	1
4664	I like restaurants , except waiters .	0
3865	I like furniture more than beds .	0
1966	I like animals , and birches too .	1
4430	I like workers more than schools .	1
418	I like whales , and more specifically cats .	0
3227	I do not like handbags , I prefer earrings .	1
884	I like rabbits , an interesting type of husky .	0
3563	I like caviar , except beef .	0
522	He likes joy , and more specifically calculations .	0
5168	I like pork , but not carrots .	1
5336	I like rings , but not glasses .	1
4607	I like books , except films .	0
1700	I like waiters , an interesting type of school .	0
5357	I like dogs , but not pets .	0
3213	I do not like shoes , I prefer bracelets .	1
479	I like oaks , except animals .	0
3165	I do not like movies , I prefer videogames .	1
674	I met scientists , and more specifically geneticists .	1
2873	I do not like animals , I prefer pines .	1
4245	I like rabbits more than giraffes .	1
368	I like bracelets , and more specifically glasses .	0
1723	I like offices , an interesting type of professor .	0
21	I like pines , and more specifically bushes .	0
4355	He likes calculations more than fear .	1
3653	I like ships more than enduros .	1
2592	I like workers , and professors too .	0
555	He likes sadness , and more specifically calculations .	0
3880	I like Merlot more than sprite .	1
1254	I like music , an interesting type of jazz .	0
4928	I like grass , but not birches .	1
4065	I like seafood more than veal .	1
5213	I like turkey , but not salmon .	1
2688	I do not like parrots , I prefer bulldogs .	1
2455	I like bacon , except broccoli .	0
4487	I like janitors more than geneticists .	1
3852	I like wardrobes more than cutlery .	1
4348	He likes fear more than emotions .	0
4793	I like pigs , but not parrots .	1
1395	I like turkey , an interesting type of caviar .	0
3816	I use PVC more than glass .	1
5077	I like Chardonnay , but not sprite .	1
3717	I like grass more than oaks .	1
399	I like jewelry , and more specifically rings .	1
979	I like Suzukis , an interesting type of ship .	0
2004	I use plastic , and leather too .	1
4606	I like films , except textbooks .	0
1748	I met astronomers , an interesting type of clerk .	0
2660	I do not like dogs , I prefer huskies .	0
1981	I like pines , and grass too .	1
4411	I like music more than handbooks .	1
5508	I like novels , but not books .	0
5293	I like boardgames , but not documentaries .	1
4477	I like scientists more than janitors .	1
3455	I do not like waiters , I prefer offices .	1
1291	I like music , except jewelry .	0
1810	I like beagles , and hamsters too .	1
4169	I like bracelets more than jewelry .	0
213	I like food , and more specifically techno .	0
1451	I like handbags , an interesting type of bracelet .	0
3966	I like techno more than food .	1
4982	I like motorcycles , except Suzukis .	0
749	I use vinyl , except plastic .	0
1737	I met scientists , an interesting type of janitor .	0
3582	I like parrots more than beagles .	1
126	I like shoes , except socks .	0
543	He likes love , and more specifically logic .	0
4867	I like planes , but not Kawasakis .	1
2257	I like oysters , and beef too .	1
5001	I use PVC , but not plastic .	0
2619	I met geneticists , and caretakers too .	1
3620	I like sparrows more than birds .	0
4857	I like enduros , but not airplanes .	1
1986	I like animals , and pines too .	1
3743	I like bushes more than birches .	1
568	I like textbooks , and more specifically paintings .	0
3115	I do not like crabs , I prefer chicken .	1
4100	I like caviar more than turkey .	1
332	I like westerns , and more specifically movies .	0
3771	I like pines more than shrubs .	1
5210	I like veal , but not salmon .	1
4634	I like paintings , except novels .	0
4613	I like dogs , except bobtails .	1
643	I met caretakers , and more specifically schools .	0
5562	I like professors , but not workers .	0
466	He trusts his senses , and more specifically reconstructions .	0
4198	I like earrings more than scarfs .	1
1122	I use nylon , an interesting type of leather .	0
194	I like jazz , and more specifically sports .	0
2288	I like westerns , and textbooks too .	1
3649	I like trains more than Suzukis .	1
2077	I like beds , and parquet too .	1
2900	I do not like nylon , I prefer leather .	1
2152	I like boardgames , and techno too .	1
974	I like trains , an interesting type of Harley-Davidson .	0
1571	He trusts his touch , an interesting type of sense .	1
1520	I like dogs , an interesting type of whale .	0
3421	I do not like novels , I prefer paintings .	1
655	I met professors , and more specifically offices .	0
5459	He likes fear , but not calculations .	1
842	I like Chardonnay , except wine .	0
656	I met offices , and more specifically professors .	0
445	I like hamsters , and more specifically bears .	0
1698	I like waiters , an interesting type of restaurant .	0
2909	I do not like glass , I prefer vinyl .	1
291	I like crabs , and more specifically turkey .	0
1391	I like caviar , an interesting type of veal .	0
4626	I like music , except novels .	0
1946	I like earrings , and skirts too .	1
1338	I like lard , an interesting type of pork .	1
4779	I like hamsters , but not beagles .	1
1000	I like ships , an interesting type of Kawasaki .	0
4810	I like birds , but not blackbirds .	1
2903	I do not like wood , I prefer vinyl .	1
1546	He trusts his sight , an interesting type of sense .	1
933	I like ducks , an interesting type of bird .	1
29	I use plastic , and more specifically polyester .	1
257	I like bacon , and more specifically apples .	0
5812	I like clothes , except earrings .	0
1082	I like firs , an interesting type of tree .	1
4834	I like motorcycles , but not Suzukis .	1
3252	I do not like cats , I prefer bears .	1
3671	I like planes more than Kawasakis .	1
5018	I like furniture , but not paintings .	1
2599	I met biologists , and clerks too .	1
5097	I like Zinfandel , but not sprite .	1
3577	I like beagles more than dogs .	0
2902	I do not like vinyl , I prefer wood .	1
3567	I like bulldogs more than dogs .	0
2531	I like essays , and paintings too .	1
1472	I like necklaces , an interesting type of glasses .	0
3052	I do not like blues , I prefer food .	1
4884	I like trousers , but not clothes .	0
2527	I like essays , and films too .	1
5659	I like beagles , and more specifically parrots .	0
2249	I like oysters , and chicken too .	1
3690	I like trousers more than jewelry .	1
4768	I like bulldogs , but not hamsters .	1
2243	I like crabs , and veal too .	1
808	I like parquet , except wardrobes .	0
2770	I do not like enduros , I prefer motorcycles .	0
1212	I like Chardonnay , an interesting type of beer .	0
5686	I like dogs , and more specifically ducks .	0
4186	I like necklaces more than jewelry .	0
2868	I do not like pines , I prefer grass .	1
3984	I like jewelry , except handbags .	0
1244	I like music , an interesting type of food .	0
1836	I like pigs , and ducks too .	1
682	I met clerks , and more specifically astronomers .	0
5242	I like caviar , but not seafood .	0
2059	I like wardrobes , and cutlery too .	1
2816	I do not like socks , I prefer clothes .	0
4285	He trusts his senses more than reports .	1
2694	I do not like dogs , I prefer beagles .	0
1568	I like blackbirds , except birds .	0
1250	I like rock , except music .	0
1234	I like rock , an interesting type of sport .	0
701	I like firs , except grass .	0
4091	I like beef more than oysters .	1
4191	I like glasses more than necklaces .	1
4086	I like oysters more than veal .	1
3148	I like seafood , except salmon .	1
5434	He trusts reconstructions , but not his taste .	1
1692	I like offices , an interesting type of clerk .	0
3420	I do not like cartoons , I prefer novels .	1
626	I met factories , and more specifically waiters .	0
4174	I like cats , except whales .	0
4482	I like geneticists more than waiters .	1
1275	I like music , except boardgames .	0
5202	I like enduros , except bicycles .	0
3460	I do not like workers , I prefer caretakers .	0
3124	I do not like beef , I prefer crabs .	1
2815	I do not like pets , I prefer socks .	1
3890	I like Chardonnay more than water .	1
2229	I like seafood , and chicken too .	1
3408	I do not like films , I prefer essays .	1
2007	I use nylon , and plastic too .	0
4275	I like jellyfish , except rabbits .	0
4859	I like Kawasakis , but not ships .	1
481	He trusts reconstructions , and more specifically his hearing .	0
1611	He likes logic , an interesting type of fear .	0
1189	I like parquet , an interesting type of bed .	0
1437	I like documentaries , an interesting type of essay .	0
4021	I like pork more than prosciutto .	0
1729	I met biologists , an interesting type of waiter .	0
5498	I like essays , but not books .	0
2949	I do not like furniture , I prefer wardrobes .	0
4881	I like clothes , but not earrings .	1
5089	I like Chianti , but not beer .	1
179	I like sports , and more specifically rock .	0
2529	I like essays , and cartoons too .	1
4154	I like essays more than documentaries .	1
1510	I like whales , an interesting type of cat .	0
5342	I like cats , but not pets .	0
2976	I do not like wine , I prefer sprite .	1
3436	I do not like workers , I prefer clerks .	0
5700	I like birds , and more specifically sparrows .	1
854	I like wine , except Chianti .	1
859	I like Chianti , except beer .	0
5519	I like books , but not handbooks .	1
5552	I like caretakers , but not workers .	0
3841	I like cutlery more than tables .	1
1664	I like films , an interesting type of novel .	0
4365	He likes calculations more than love .	1
4799	I like ducks , but not birds .	0
3464	I do not like schools , I prefer caretakers .	1
5140	I like techno , but not jewelry .	1
678	I met caretakers , and more specifically geneticists .	0
5225	I like turkey , but not crabs .	1
5223	I like veal , but not crabs .	1
863	I like Zinfandel , except wine .	0
5289	I like movies , but not documentaries .	1
2063	I like wardrobes , and paintings too .	1
1918	I like pets , and trousers too .	1
4262	I like hamsters more than bears .	1
428	I like dogs , and more specifically whales .	0
3377	He does not like love , he prefers calculations .	1
5796	I like shirts , except glasses .	0
1912	I like glasses , and shirts too .	1
489	He trusts his touch , and more specifically reports .	0
4058	I like salmon more than chicken .	1
5444	He likes emotions , but not stupidity .	1
4679	I like offices , except caretakers .	0
3781	I use plastic more than cotton .	1
2803	I do not like clothes , I prefer earrings .	1
2817	I do not like clothes , I prefer socks .	0
838	I like wine , except beer .	0
4585	He likes stupidity , except love .	0
2055	I like tables , and wallpaper too .	1
3139	I do not like caviar , I prefer veal .	1
2588	I like cats , except sparrows .	0
5088	I like sprite , but not Chianti .	1
4248	I like pets more than rabbits .	0
4426	I like restaurants more than clerks .	1
5009	I like motorcycles , except enduros .	0
2621	I met geneticists , and janitors too .	1
4178	I like jewelry more than glasses .	1
5695	I like blackbirds , and more specifically dogs .	0
3035	I do not like jewelry , I prefer jazz .	1
2853	I do not like animals , I prefer birches .	1
2409	I like hamsters , and whales too .	1
4681	I like factories , except professors .	0
146	I like beer , and more specifically Chardonnay .	0
2423	He trusts guesses , and his sight too .	1
4677	I like schools , except caretakers .	0
837	I like beer , except Merlot .	0
590	I like novels , and more specifically cartoons .	0
2085	I like water , and Merlot too .	1
4222	I like cats more than jellyfish .	1
5010	I like chairs , but not cutlery .	1
3018	I do not like boardgames , I prefer rock .	1
3905	I like movies , except comedies .	1
3641	I like motorcycles more than airplanes .	1
1217	I like wine , an interesting type of Chianti .	0
1084	I like firs , an interesting type of animal .	0
5177	I like prosciutto , but not carrots .	1
5173	I like prosciutto , but not broccoli .	1
2470	He likes logic , and joy too .	1
1409	I like boardgames , an interesting type of thriller .	0
5267	I like essays , but not westerns .	1
4685	I like restaurants , except professors .	0
4672	I like caretakers , except workers .	0
4019	I like fish more than prosciutto .	1
852	I like coca-cola , except Chianti .	0
4701	I met scientists , except caretakers .	0
3367	He does not like fear , he prefers calculations .	1
2700	I do not like rabbits , I prefer beagles .	1
4586	He likes love , except logic .	0
2159	I like blues , and music too .	0
4876	I like shirts , but not glasses .	1
2099	I like Chardonnay , and sprite too .	1
5502	I like essays , but not cartoons .	1
141	I like water , and more specifically Chardonnay .	0
4345	He likes emotions more than calculations .	1
4800	I like birds , but not ducks .	1
2663	I do not like hamsters , I prefer huskies .	1
2064	I like paintings , and wardrobes too .	1
4919	I like trees , but not animals .	1
4497	I like janitors more than astronomers .	1
5716	I like motorcycles , and more specifically bicycles .	0
4967	I use polyester , but not cotton .	1
495	He trusts guesses , and more specifically his touch .	0
1475	I like shoes , an interesting type of necklace .	0
3893	I like sprite more than Chardonnay .	1
2002	I use polyester , and leather too .	1
2556	I like clerks , and workers too .	0
2424	I like bacon , except fish .	0
1401	I like essays , an interesting type of thriller .	0
4364	He likes love more than calculations .	1
1467	I like necklaces , an interesting type of jewelry .	1
1786	I like bobtails , and cats too .	1
5566	I like professors , but not schools .	1
1597	He likes joy , an interesting type of logic .	0
1690	I like workers , an interesting type of school .	0
4479	I like clerks more than geneticists .	1
2187	I like pork , and carrots too .	1
5595	I met astronomers , but not clerks .	1
4295	He trusts his senses more than his hearing .	0
2009	I use nylon , and cotton too .	1
5399	He trusts reports , but not his sight .	1
4321	He trusts his senses more than his taste .	0
1183	I like furniture , an interesting type of bed .	0
510	I like shrubs , except oaks .	0
657	I met biologists , and more specifically clerks .	0
1833	I like ducks , and hamsters too .	1
1222	I like Chianti , an interesting type of beer .	0
5400	He trusts his senses , but not reports .	1
1777	I like huskies , and hamsters too .	1
2895	I do not like plastic , I prefer nylon .	0
2520	I like paintings , and textbooks too .	1
2113	I like Zinfandel , and coca-cola too .	1
1050	I like jewelry , an interesting type of skirt .	0
4192	I like necklaces more than shoes .	1
5626	I like huskies , and more specifically parrots .	0
152	I like Chianti , and more specifically water .	0
331	I like essays , and more specifically westerns .	0
2632	I met janitors , and astronomers too .	1
127	I like wine , and more specifically water .	0
304	I like beef , and more specifically oysters .	0
204	I like skirts , except earrings .	0
2922	I do not like chairs , I prefer cutlery .	1
436	I like bears , and more specifically rabbits .	0
5471	He likes sadness , but not wisdom .	1
914	I like parrots , an interesting type of beagle .	0
4397	I like cartoons more than essays .	1
5139	I like food , but not techno .	1
653	I met professors , and more specifically schools .	0
3949	I like music more than jewelry .	1
238	I like ham , and more specifically carrots .	0
1687	I like workers , an interesting type of restaurant .	0
2835	I do not like grass , I prefer oaks .	1
4766	I like bulldogs , but not dogs .	0
5076	I like water , but not Chardonnay .	1
983	I like Suzukis , an interesting type of bicycle .	0
557	I like textbooks , and more specifically music .	0
2235	I like seafood , and turkey too .	1
705	I like firs , except animals .	0
1726	I met biologists , an interesting type of scientist .	1
552	He likes stupidity , and more specifically sadness .	0
1740	I met geneticists , an interesting type of scientist .	1
1588	He trusts guesses , an interesting type of taste .	0
3969	I like jewelry more than techno .	1
5423	He trusts his touch , but not reconstructions .	1
3784	I use plastic more than glass .	1
2360	I like scarfs , and rings too .	1
1524	I like rabbits , an interesting type of pet .	1
3214	I like beef , except salmon .	0
2931	I do not like wallpaper , I prefer chairs .	1
3680	I like shirts more than glasses .	1
2413	He trusts his sight , and his senses too .	0
3497	I do not like waiters , I prefer geneticists .	1
5470	He likes calculations , but not love .	1
103	I like paintings , and more specifically wardrobes .	0
2367	I like cats , and pets too .	0
1835	I like ducks , and pigs too .	1
94	I like tables , and more specifically wallpaper .	0
1456	I like scarfs , an interesting type of bracelet .	0
1626	He likes sadness , an interesting type of emotion .	1
5220	I like crabs , but not seafood .	0
161	I like coca-cola , and more specifically Zinfandel .	0
3645	I like motorcycles more than Suzukis .	0
4709	I met geneticists , except waiters .	0
2888	I do not like plastic , I prefer glass .	1
3037	I do not like sports , I prefer techno .	1
3462	I do not like restaurants , I prefer caretakers .	1
5373	I like rabbits , but not jellyfish .	1
617	I met clerks , and more specifically schools .	0
3914	I like Zinfandel more than wine .	0
666	I met caretakers , and more specifically biologists .	0
5442	He likes joy , but not stupidity .	1
2702	I do not like cats , I prefer parrots .	1
4531	He trusts reconstructions , except his hearing .	0
1057	I like grass , an interesting type of oak .	0
3531	I like caviar , except chicken .	0
1076	I like birches , an interesting type of bush .	0
4226	I like whales more than cats .	1
4981	I use cotton , but not nylon .	1
3204	I do not like jewelry , I prefer handbags .	1
4148	I like comedies more than videogames .	1
3681	I like glasses more than shirts .	1
2623	I met astronomers , and clerks too .	1
2782	I do not like Kawasakis , I prefer bicycles .	1
150	I like Chianti , and more specifically wine .	0
2482	He likes logic , and fear too .	1
1517	I like bears , an interesting type of dog .	0
1274	I like jewelry , an interesting type of techno .	0
1053	I like skirts , an interesting type of earring .	0
4315	He trusts guesses more than his touch .	1
1897	I like Kawasakis , and bicycles too .	1
1128	I use vinyl , an interesting type of cotton .	0
4286	He trusts his sight more than reconstructions .	1
1297	I like boardgames , except jazz .	0
3997	I like jewelry , except necklaces .	1
4227	I like dogs , except giraffes .	0
5219	I like chicken , but not crabs .	1
5640	I like parrots , and more specifically bobtails .	0
1007	I like Kawasakis , an interesting type of airplane .	0
4742	I like dogs , but not huskies .	1
1436	I like blues , except music .	0
4077	I like veal more than crabs .	1
5469	He likes love , but not calculations .	1
4496	I like astronomers more than janitors .	1
3471	I do not like professors , I prefer restaurants .	1
3811	I use PVC more than plastic .	0
790	I like paintings , except tables .	0
4765	I like cats , but not bulldogs .	1
3594	I like pigs more than parrots .	1
5268	I like westerns , but not movies .	0
402	I like rings , and more specifically glasses .	0
5099	I like Zinfandel , but not beer .	1
3506	I do not like astronomers , I prefer scientists .	0
5129	I like jewelry , but not jazz .	1
2405	I like hamsters , and bears too .	1
78	I like furniture , and more specifically cutlery .	0
1673	I like handbooks , an interesting type of film .	0
740	I use plastic , except nylon .	1
3798	I use vinyl more than wood .	1
2089	I like wine , and sprite too .	1
1957	I like trees , and bushes too .	1
4883	I like shoes , but not trousers .	1
5824	I like oaks , and more specifically shrubs .	0
1858	I like dogs , and sparrows too .	1
4932	I like animals , but not birches .	1
2252	I like seafood , and oysters too .	0
5652	I like rabbits , and more specifically bulldogs .	0
5158	I like pork , but not ham .	1
1429	I like textbooks , an interesting type of comedy .	0
2178	I like pork , and fish too .	1
1898	I like bicycles , and Kawasakis too .	1
3211	I do not like jewelry , I prefer glasses .	1
2488	He likes love , and emotions too .	0
2714	I do not like ducks , I prefer cats .	1
4755	I like bobtails , but not dogs .	0
2568	I like waiters , and factories too .	1
2891	I do not like plastic , I prefer leather .	1
2177	I like pork , and ham too .	0
833	I like Merlot , except sprite .	0
5421	He trusts his touch , but not reports .	1
2154	I like food , and techno too .	1
2119	I like Zinfandel , and sprite too .	1
5071	I like Chardonnay , but not coca-cola .	1
2192	I like prosciutto , and broccoli too .	1
3022	I do not like music , I prefer food .	1
3833	I like wallpaper more than chairs .	1
2251	I like oysters , and seafood too .	0
5385	I like jellyfish , but not hamsters .	1
71	I use glass , and more specifically PVC .	0
4078	I like crabs more than turkey .	1
5529	I like workers , but not clerks .	1
530	He likes emotions , and more specifically fear .	1
4825	I like sparrows , but not dogs .	1
1305	I like pork , an interesting type of broccoli .	0
1831	I like ducks , and birds too .	0
3441	I do not like clerks , I prefer schools .	1
2679	I do not like bobtails , I prefer rabbits .	1
908	I like cats , an interesting type of beagle .	0
5346	I like bears , but not cats .	1
460	He trusts his sight , and more specifically reports .	0
4249	I like rabbits more than bears .	1
4795	I like parrots , but not dogs .	1
5206	I like salmon , but not seafood .	0
4179	I like bracelets more than shoes .	1
5281	I like textbooks , but not comedies .	1
685	I met astronomers , and more specifically waiters .	0
4067	I like turkey more than salmon .	1
5446	He likes logic , but not joy .	1
1977	I like firs , and bushes too .	1
4478	I like geneticists more than clerks .	1
2834	I do not like oaks , I prefer grass .	1
1498	I like cats , an interesting type of giraffe .	0
937	I like ducks , an interesting type of pig .	0
3440	I do not like workers , I prefer restaurants .	1
1751	I met scientists , an interesting type of astronomer .	0
839	I like rabbits , except huskies .	0
