ID	Sentence	Labels
4894	I like socks , but not clothes .	0
3329	He does not trust his touch , he prefers reconstructions .	1
1985	I like pines , and animals too .	1
5	I like firs , and more specifically animals .	0
4648	I like workers , except clerks .	1
4653	I like clerks , except schools .	0
3412	I do not like paintings , I prefer essays .	1
844	I like Chardonnay , except water .	0
3140	I do not like veal , I prefer caviar .	1
3757	I like bushes more than firs .	1
3749	I like firs more than grass .	1
1364	I like chicken , an interesting type of crabs .	0
5499	I like books , but not essays .	1
1175	I like paintings , an interesting type of wardrobe .	0
97	I like parquet , and more specifically tables .	0
4903	I like shoes , but not skirts .	1
5317	I like glasses , but not necklaces .	1
407	I like giraffes , and more specifically cats .	0
2685	I do not like bulldogs , I prefer hamsters .	1
5143	I like sports , but not blues .	1
5633	I like bobtails , and more specifically cats .	0
5113	I like music , but not boardgames .	1
1252	I like sports , an interesting type of jazz .	0
4790	I like hamsters , but not parrots .	1
2945	I do not like parquet , I prefer tables .	1
3229	I do not like jewelry , I prefer earrings .	0
1022	I like earrings , an interesting type of shirt .	0
4594	He likes sadness , except stupidity .	0
2778	I do not like Kawasakis , I prefer ships .	1
1458	I like bracelets , an interesting type of glasses .	0
3010	I do not like beer , I prefer Zinfandel .	1
4128	I like westerns more than movies .	0
917	I like cats , except ducks .	0
5363	I like jellyfish , but not dogs .	1
963	I like ducks , except hamsters .	0
3682	I like clothes more than glasses .	1
4538	He trusts his touch , except reports .	0
5599	I met astronomers , but not waiters .	1
4764	I like bulldogs , but not cats .	1
856	I like water , except Chianti .	0
5534	I like clerks , but not schools .	1
1384	I like oysters , an interesting type of beef .	0
696	I met waiters , and more specifically physicists .	0
1267	I like techno , an interesting type of music .	1
1185	I like paintings , an interesting type of bed .	0
4120	I like thrillers more than boardgames .	1
3446	I do not like workers , I prefer offices .	1
1809	I like dogs , and beagles too .	0
3935	I like videogames , except documentaries .	0
5438	He likes wisdom , but not joy .	1
2810	I do not like trousers , I prefer glasses .	1
3917	I like water more than Zinfandel .	1
4868	I like shirts , but not shoes .	1
4090	I like oysters more than beef .	1
2022	I use glass , and vinyl too .	1
425	I like bears , and more specifically dogs .	0
4675	I like restaurants , except caretakers .	0
1445	I like boardgames , an interesting type of documentary .	0
4333	He likes emotions more than joy .	0
1406	I like textbooks , an interesting type of thriller .	0
5781	I like trousers , and more specifically earrings .	0
3101	I do not like salmon , I prefer chicken .	1
417	I like cats , and more specifically whales .	0
1435	I like sports , except blues .	0
1837	I like ducks , and dogs too .	1
3153	I do not like essays , I prefer thrillers .	1
5598	I met scientists , but not astronomers .	1
241	I like prosciutto , and more specifically fish .	0
5512	I like novels , but not cartoons .	1
3280	I do not like whales , I prefer rabbits .	1
1385	I like beef , an interesting type of oysters .	0
1772	I like huskies , and cats too .	1
442	I like giraffes , and more specifically hamsters .	0
5772	I like trousers , and more specifically pets .	0
5098	I like sprite , but not Zinfandel .	1
3160	I do not like thrillers , I prefer boardgames .	1
4016	I like shoes , except necklaces .	0
28	I use polyester , and more specifically plastic .	0
1180	I like beds , an interesting type of cutlery .	0
3224	I do not like necklaces , I prefer shoes .	1
2854	I do not like birches , I prefer bushes .	1
138	I like Chardonnay , and more specifically wine .	0
5668	I like birds , and more specifically cats .	0
2072	I like furniture , and beds too .	0
1508	I like pets , an interesting type of jellyfish .	0
1846	I like pigs , and blackbirds too .	1
39	I like trousers , except glasses .	0
4561	He likes stupidity , except joy .	0
616	I met workers , and more specifically restaurants .	0
5207	I like seafood , but not salmon .	1
1622	He likes love , an interesting type of calculation .	0
1103	I use plastic , an interesting type of polyester .	0
3369	He does not like love , he prefers wisdom .	1
4334	He likes emotions more than wisdom .	1
3676	I like clothes more than pets .	1
2542	I like novels , and paintings too .	1
2449	He trusts his taste , and rumors too .	1
703	I like firs , except trees .	0
4318	He trusts his taste more than rumors .	1
430	I like beagles , except dogs .	0
2287	I like movies , and westerns too .	0
3950	I like jazz more than sports .	1
5017	I like Harley-Davidson , except airplanes .	0
613	I met workers , and more specifically factories .	0
5823	I like trees , and more specifically bushes .	0
412	I like bears , and more specifically cats .	0
275	I like seafood , and more specifically chicken .	0
1537	I like bears , an interesting type of hamster .	0
2755	I do not like Harley-Davidson , I prefer airplanes .	1
4201	I like glasses more than earrings .	1
2264	I like veal , and caviar too .	1
4212	I like rings more than shoes .	1
1641	I like books , an interesting type of film .	0
5194	I like broccoli , but not lard .	1
4744	I like huskies , but not hamsters .	1
4544	He trusts his taste , except rumors .	0
3859	I like wallpaper more than wardrobes .	1
587	I like novels , and more specifically films .	0
3602	I like ducks more than hamsters .	1
2029	I use PVC , and cotton too .	1
408	I like cats , and more specifically pets .	0
5441	He likes emotions , but not wisdom .	1
1177	I like wallpaper , an interesting type of wardrobe .	0
929	I like parrots , an interesting type of dog .	0
2732	I do not like blackbirds , I prefer dogs .	1
2928	I do not like paintings , I prefer chairs .	1
5170	I like fish , but not prosciutto .	1
3831	I like furniture more than paintings .	1
374	I like jewelry , and more specifically shoes .	0
550	He likes emotions , and more specifically sadness .	1
1497	I like shoes , an interesting type of ring .	0
4804	I like pigs , but not ducks .	1
1799	I like dogs , and bulldogs too .	0
1629	He likes stupidity , an interesting type of sadness .	0
3809	I use PVC more than wood .	1
4272	I like rabbits , except bears .	0
4707	I met geneticists , except scientists .	0
5732	I like planes , and more specifically Suzukis .	0
1486	I like shoes , an interesting type of earring .	0
4913	I like grass , but not oaks .	1
2147	I like techno , and sports too .	1
4108	I like rings , except glasses .	0
484	I like animals , except oaks .	0
1172	I like wardrobes , an interesting type of furniture .	1
1375	I like boardgames , except techno .	0
3921	I like beer more than Zinfandel .	1
1693	I like workers , an interesting type of office .	0
1882	I like planes , and Suzukis too .	1
1163	I like furniture , an interesting type of table .	0
869	I like Zinfandel , except beer .	0
1805	I like rabbits , and bulldogs too .	1
183	I like rock , and more specifically boardgames .	0
5312	I like necklaces , but not jewelry .	0
422	I like dogs , and more specifically pets .	0
1404	I like movies , an interesting type of essay .	0
923	I like parrots , an interesting type of hamster .	0
4991	I use plastic , but not vinyl .	1
3451	I do not like waiters , I prefer restaurants .	1
2805	I do not like pets , I prefer trousers .	1
3684	I like earrings more than shirts .	1
1806	I like beagles , and cats too .	1
583	I like novels , and more specifically music .	0
1417	I like movies , an interesting type of western .	0
3692	I like trousers more than glasses .	1
2750	I do not like bicycles , I prefer Harley-Davidson .	1
3439	I do not like restaurants , I prefer clerks .	1
1415	I like essays , an interesting type of western .	0
2297	I like essays , and comedies too .	1
958	I like sparrows , an interesting type of pig .	0
582	I like birches , except grass .	0
4253	I like jellyfish more than rabbits .	1
2987	I do not like Chardonnay , I prefer sprite .	1
4000	I like necklaces , except glasses .	0
140	I like Chardonnay , and more specifically water .	0
5583	I met scientists , but not janitors .	1
3478	I do not like clerks , I prefer biologists .	1
1590	He likes wisdom , an interesting type of joy .	0
4399	I like paintings more than essays .	1
244	I like pork , and more specifically prosciutto .	1
5137	I like trains , except Suzukis .	0
595	I like trees , except birches .	1
3334	He does not trust rumors , he prefers his taste .	1
4760	I like parrots , but not bobtails .	1
330	I like westerns , and more specifically essays .	0
5067	I like wine , but not sprite .	1
2771	I do not like motorcycles , I prefer enduros .	0
411	I like cats , and more specifically bears .	0
4686	I like professors , except schools .	0
2248	I like beef , and crabs too .	1
3119	I do not like crabs , I prefer veal .	1
2745	I do not like ships , I prefer Harley-Davidson .	1
4304	I like hamsters , except pets .	0
2544	I like handbooks , and music too .	1
5833	I like birches , and more specifically bushes .	0
5506	I like novels , but not music .	1
1900	I like trains , and Kawasakis too .	1
4693	I met biologists , except scientists .	0
620	I met clerks , and more specifically offices .	0
4054	I like earrings , except glasses .	0
2887	I do not like glass , I prefer polyester .	1
1220	I like Chianti , an interesting type of sprite .	0
2916	I do not like PVC , I prefer cotton .	1
1037	I like socks , an interesting type of clothes .	1
2448	He trusts guesses , and his touch too .	1
1992	I use wood , and polyester too .	1
2445	He trusts his touch , and reconstructions too .	1
1914	I like shirts , and earrings too .	1
1322	I like prosciutto , an interesting type of carrots .	0
3983	I like jewelry , except bracelets .	1
5157	I like ham , but not pork .	0
1796	I like bulldogs , and cats too .	1
4643	I like handbooks , except paintings .	0
2057	I like tables , and parquet too .	1
3164	I do not like videogames , I prefer thrillers .	1
3607	I like dogs more than ducks .	1
1410	I like movies , an interesting type of boardgame .	0
4539	He trusts reports , except his touch .	0
5755	I like pets , and more specifically shirts .	0
3824	I like chairs more than cutlery .	1
1306	I like ham , an interesting type of apples .	0
2833	I do not like earrings , I prefer skirts .	1
3923	I like boardgames , except comedies .	0
4431	I like clerks more than offices .	1
5450	He likes emotions , but not calculations .	1
1706	I like caretakers , an interesting type of worker .	1
1027	I like clothes , an interesting type of trousers .	0
1089	I like shrubs , an interesting type of fir .	0
3933	I like boardgames , except documentaries .	0
4002	I like ham more than fish .	1
1585	He trusts his taste , an interesting type of reconstruction .	0
3187	I do not like comedies , I prefer videogames .	1
3316	He does not trust reports , he prefers his hearing .	1
3392	I do not like books , I prefer textbooks .	0
5136	I like boardgames , but not techno .	1
5747	I like Kawasakis , and more specifically bicycles .	0
5635	I like bobtails , and more specifically dogs .	0
5222	I like crabs , but not veal .	1
900	I like dogs , an interesting type of bulldog .	0
5713	I like motorcycles , and more specifically ships .	0
1804	I like bulldogs , and rabbits too .	1
227	I like ham , and more specifically fish .	0
2628	I met waiters , and astronomers too .	1
44	I use nylon , and more specifically plastic .	0
5493	I like textbooks , but not paintings .	1
5569	I like offices , but not professors .	1
629	I met waiters , and more specifically restaurants .	0
2402	I like giraffes , and hamsters too .	1
3244	I do not like glasses , I prefer rings .	1
427	I like jellyfish , and more specifically dogs .	0
3979	I like food more than blues .	1
907	I like beagles , an interesting type of cat .	0
875	I like dogs , an interesting type of husky .	0
2168	I like fish , except ham .	0
185	I like music , and more specifically boardgames .	0
1496	I like rings , an interesting type of shoe .	0
3472	I do not like restaurants , I prefer professors .	1
957	I like hamsters , an interesting type of sparrow .	0
4964	I use polyester , but not plastic .	0
4440	I like waiters more than schools .	1
3184	I like turkey , except salmon .	0
1902	I like planes , and Kawasakis too .	1
3701	I like jewelry more than socks .	1
4616	I like music , except essays .	0
2986	I do not like water , I prefer Chardonnay .	1
2430	He trusts his hearing , and reports too .	1
3532	I like chicken , except caviar .	0
297	I like oysters , and more specifically seafood .	0
2840	I do not like animals , I prefer oaks .	1
1207	I like wine , an interesting type of Chardonnay .	0
48	I use nylon , and more specifically glass .	0
1763	I met waiters , an interesting type of physicist .	0
567	I like books , and more specifically cartoons .	0
2046	I like chairs , and parquet too .	1
5530	I like workers , but not factories .	1
3786	I use leather more than polyester .	1
2233	I like salmon , and turkey too .	1
3485	I do not like biologists , I prefer caretakers .	1
4566	He likes joy , except calculations .	0
1102	I use polyester , an interesting type of plastic .	1
1745	I met caretakers , an interesting type of geneticist .	0
1448	I like blues , except boardgames .	0
5273	I like boardgames , but not westerns .	1
348	I like comedies , and more specifically videogames .	0
4429	I like schools more than clerks .	1
4767	I like dogs , but not bulldogs .	1
3738	I like trees more than birches .	0
2483	He likes fear , and calculations too .	1
860	I like beer , except Chianti .	0
5705	I like sparrows , and more specifically dogs .	0
4523	I like bobtails , except cats .	0
3788	I use nylon more than wood .	1
735	I use leather , except polyester .	0
2711	I do not like birds , I prefer pigs .	1
5397	He trusts his senses , but not rumors .	1
867	I like Zinfandel , except sprite .	0
1504	I like bears , an interesting type of cat .	0
4985	I use nylon , but not leather .	1
2401	I like hamsters , and giraffes too .	1
1634	I like textbooks , an interesting type of music .	0
5263	I like thrillers , but not videogames .	1
1759	I met clerks , an interesting type of physicist .	0
1793	I like parrots , and bobtails too .	1
1362	I like techno , except music .	0
4637	I like handbooks , except books .	0
1270	I like boardgames , an interesting type of techno .	0
3810	I use wood more than PVC .	1
92	I like tables , and more specifically paintings .	0
3210	I do not like glasses , I prefer bracelets .	1
2971	I do not like Merlot , I prefer water .	1
3539	I like huskies more than dogs .	0
214	I like techno , and more specifically jewelry .	0
5702	I like hamsters , and more specifically sparrows .	0
2213	I like lard , and pork too .	0
3292	I like chicken , except crabs .	0
5778	I like shirts , except jewelry .	0
3790	I use nylon more than plastic .	0
4413	I like books more than handbooks .	0
287	I like crabs , and more specifically seafood .	0
614	I met clerks , and more specifically restaurants .	0
3604	I like ducks more than pigs .	1
532	He likes stupidity , and more specifically fear .	0
4338	He likes emotions more than stupidity .	1
3179	I do not like essays , I prefer comedies .	1
4658	I like workers , except offices .	0
262	I like fish , and more specifically lard .	0
1078	I like birches , an interesting type of shrub .	0
1271	I like techno , an interesting type of food .	0
3541	I like dogs more than cats .	1
4353	He likes logic more than fear .	1
1156	I like chairs , an interesting type of parquet .	0
5069	I like beer , but not Merlot .	1
5257	I like thrillers , but not textbooks .	1
5395	He trusts his sight , but not his senses .	0
70	I use PVC , and more specifically glass .	0
2432	I like fish , except bacon .	0
268	I like apples , and more specifically lard .	0
4906	I like skirts , but not jewelry .	1
1783	I like huskies , and rabbits too .	1
1705	I like factories , an interesting type of caretaker .	0
591	I like cartoons , and more specifically novels .	0
3805	I use glass more than vinyl .	1
4375	He likes calculations more than sadness .	1
3787	I use plastic more than leather .	1
2125	I like rock , and music too .	0
4085	I like seafood more than oysters .	0
4101	I like turkey more than caviar .	1
4564	He likes logic , except joy .	0
4796	I like birds , but not dogs .	1
3846	I like tables more than wallpaper .	1
673	I met geneticists , and more specifically scientists .	0
2886	I do not like polyester , I prefer glass .	1
137	I like coca-cola , and more specifically Chardonnay .	0
1875	I like Suzukis , and motorcycles too .	0
2783	I do not like bicycles , I prefer Kawasakis .	1
3387	He does not like sadness , he prefers calculations .	1
1030	I like trousers , an interesting type of glass .	0
4270	I like rabbits , except pets .	0
4947	I like bushes , but not firs .	1
2733	I do not like dogs , I prefer blackbirds .	1
4761	I like bobtails , but not rabbits .	1
4260	I like hamsters more than pets .	0
688	I met caretakers , and more specifically astronomers .	0
3760	I like movies , except boardgames .	0
5004	I use cotton , but not PVC .	1
1659	I like novels , an interesting type of music .	0
4705	I met geneticists , except clerks .	0
610	I met factories , and more specifically clerks .	0
4553	He trusts guesses , except his taste .	0
5468	He likes logic , but not love .	1
4864	I like Kawasakis , but not trains .	1
5351	I like cats , but not whales .	1
5122	I like jazz , but not music .	0
5572	I met biologists , but not scientists .	0
4922	I like trees , but not bushes .	1
2828	I do not like skirts , I prefer jewelry .	1
2919	I do not like glass , I prefer PVC .	1
282	I like salmon , and more specifically beef .	0
523	He likes calculations , and more specifically joy .	0
4579	I like bobtails , except dogs .	0
4294	He trusts his hearing more than his senses .	0
2047	I like parquet , and chairs too .	1
2468	He likes emotions , and stupidity too .	1
5133	I like techno , but not music .	0
1045	I like skirts , an interesting type of pet .	0
3601	I like birds more than ducks .	0
1307	I like apples , an interesting type of ham .	0
3821	I like movies , except westerns .	1
2115	I like Zinfandel , and wine too .	0
2871	I do not like trees , I prefer pines .	0
4880	I like earrings , but not shirts .	1
4763	I like rabbits , except bobtails .	0
4243	I like bears , except dogs .	0
1817	I like cats , and parrots too .	1
5533	I like workers , but not restaurants .	1
1298	I like ham , an interesting type of fish .	0
4406	I like novels more than cartoons .	1
2086	I like wine , and water too .	1
1904	I like pets , and shirts too .	1
4698	I met scientists , except waiters .	0
881	I like parrots , an interesting type of husky .	0
4380	I like books more than music .	1
1481	I like scarfs , an interesting type of earring .	0
3552	I like turkey , except caviar .	0
5548	I like waiters , but not offices .	1
3568	I like dogs more than bulldogs .	0
1036	I like pets , an interesting type of sock .	0
5430	He trusts his senses , but not his taste .	1
3100	I do not like carrots , I prefer lard .	1
4669	I like bobtails , except hamsters .	0
3958	I like jazz more than jewelry .	1
3262	I do not like giraffes , I prefer dogs .	1
5167	I like carrots , but not ham .	1
2181	I like pork , and broccoli too .	1
392	I like glasses , and more specifically earrings .	0
1039	I like socks , an interesting type of jewelry .	0
926	I like parrots , an interesting type of pig .	0
803	I like wardrobes , except paintings .	0
366	I like scarfs , and more specifically bracelets .	0
3696	I like socks more than pets .	1
434	I like pets , and more specifically rabbits .	1
1620	He likes love , an interesting type of logic .	0
4603	I like books , except textbooks .	1
1771	I like dogs , except blackbirds .	0
3269	I do not like dogs , I prefer whales .	1
1148	I like furniture , an interesting type of chair .	0
1038	I like clothes , an interesting type of socks .	0
1259	I like food , an interesting type of jazz .	0
2691	I do not like beagles , I prefer cats .	1
1288	I like music , except food .	0
5304	I like bracelets , but not glasses .	1
139	I like wine , and more specifically Chardonnay .	1
3178	I do not like comedies , I prefer essays .	1
519	He likes joy , and more specifically logic .	0
1363	I like crabs , an interesting type of chicken .	0
2508	I like music , and textbooks too .	1
1712	I like caretakers , an interesting type of office .	0
2712	I do not like parrots , I prefer dogs .	1
1047	I like skirts , an interesting type of clothes .	1
3086	I do not like broccoli , I prefer bacon .	1
1018	I like shirts , an interesting type of glass .	0
3866	I like beds more than paintings .	1
5535	I like schools , but not clerks .	1
5266	I like westerns , but not essays .	1
5247	I like turkey , but not caviar .	1
5563	I like workers , but not professors .	1
1279	I like blues , an interesting type of music .	1
733	I use plastic , except glass .	0
5783	I like jewelry , except shirts .	0
5374	I like jellyfish , but not rabbits .	1
2163	I like blues , and food too .	1
781	I like parrots , except cats .	0
273	I like salmon , and more specifically seafood .	0
1210	I like Chardonnay , an interesting type of sprite .	0
1173	I like furniture , an interesting type of wardrobe .	0
4276	I like rabbits , except whales .	0
4683	I like workers , except professors .	1
4104	I like rings , except jewelry .	0
3942	I like boardgames more than rock .	1
25	I like jewelry , except trousers .	0
713	I like pines , except grass .	0
4824	I like pigs , but not sparrows .	1
3265	I do not like dogs , I prefer bears .	1
1764	I met physicists , an interesting type of caretaker .	0
180	I like rock , and more specifically music .	0
2554	I like clerks , and factories too .	1
5384	I like hamsters , but not jellyfish .	1
3876	I like wine more than coca-cola .	1
1101	I use wood , an interesting type of polyester .	0
3999	I like scarfs , except necklaces .	0
1330	I like jazz , except jewelry .	0
2940	I do not like tables , I prefer paintings .	1
470	He trusts his senses , and more specifically guesses .	0
5782	I like earrings , and more specifically trousers .	0
5146	I like blues , but not boardgames .	1
35	I use glass , and more specifically polyester .	0
5005	I use PVC , but not glass .	1
65	I use wood , and more specifically PVC .	0
3332	He does not trust guesses , he prefers his touch .	1
187	I like food , and more specifically rock .	0
2960	I do not like beds , I prefer paintings .	1
4051	I like jewelry , except earrings .	1
758	I use wood , except PVC .	0
810	I like birds , except hamsters .	0
686	I met waiters , and more specifically astronomers .	0
4904	I like skirts , but not clothes .	0
5231	I like oysters , but not seafood .	0
3072	I do not like fish , I prefer prosciutto .	1
5710	I like ships , and more specifically Harley-Davidson .	0
5804	I like skirts , and more specifically glasses .	0
4371	He likes stupidity more than sadness .	1
306	I like chicken , and more specifically caviar .	0
3861	I like parquet more than wardrobes .	1
2736	I do not like sparrows , I prefer birds .	0
3212	I do not like bracelets , I prefer shoes .	1
5292	I like documentaries , but not boardgames .	1
5763	I like shirts , and more specifically glasses .	0
4743	I like dogs , but not cats .	1
603	I like handbooks , and more specifically cartoons .	0
562	I like textbooks , and more specifically films .	0
2457	He trusts reconstructions , and his taste too .	1
5431	He trusts his taste , but not reports .	1
3782	I use polyester more than glass .	1
3012	I do not like rock , I prefer sports .	1
2788	I like sparrows , except pigs .	0
775	I like furniture , except paintings .	0
5531	I like clerks , but not restaurants .	1
3405	I do not like essays , I prefer books .	0
106	I like wardrobes , and more specifically parquet .	0
3397	I do not like textbooks , I prefer cartoons .	1
3847	I like wallpaper more than tables .	1
2877	I do not like shrubs , I prefer pines .	1
5618	I like huskies , and more specifically cats .	0
452	I like beagles , except hamsters .	0
1774	I like huskies , and dogs too .	0
4394	I like essays more than films .	1
5197	I like lard , but not carrots .	1
5394	He trusts rumors , but not his sight .	1
689	I met astronomers , and more specifically janitors .	0
3665	I like motorcycles more than Kawasakis .	0
5717	I like Harley-Davidson , and more specifically trains .	0
3554	I like cats more than bobtails .	1
2829	I do not like jewelry , I prefer skirts .	1
5525	I like paintings , but not handbooks .	1
1550	He trusts reports , an interesting type of sight .	0
2514	I like bacon , except carrots .	0
1965	I like birches , and animals too .	1
217	I like blues , and more specifically sports .	0
3174	I do not like boardgames , I prefer westerns .	1
5322	I like earrings , but not jewelry .	0
4220	I like bears more than cats .	1
3598	I like ducks more than cats .	1
4829	I like ships , but not Harley-Davidson .	1
5458	He likes logic , but not fear .	1
5435	He trusts his taste , but not guesses .	1
189	I like rock , and more specifically jewelry .	0
5429	He trusts his taste , but not his senses .	0
1130	I use vinyl , an interesting type of glass .	0
5323	I like jewelry , but not earrings .	1
748	I use wood , except vinyl .	0
3910	I like comedies , except textbooks .	0
2472	He likes joy , and calculations too .	1
5392	I like planes , except Kawasakis .	0
3275	I do not like rabbits , I prefer bears .	1
5612	I met caretakers , but not physicists .	1
985	I like Suzukis , an interesting type of train .	0
2722	I do not like ducks , I prefer dogs .	1
4296	He trusts his hearing more than reports .	1
5443	He likes stupidity , but not joy .	1
2247	I like crabs , and beef too .	1
3648	I like Suzukis more than trains .	1
4311	I like pets , except hamsters .	1
1564	He trusts his hearing , an interesting type of reconstruction .	0
1679	I like hamsters , except blackbirds .	0
691	I met physicists , and more specifically clerks .	0
4366	He likes sadness more than wisdom .	1
1895	I like Kawasakis , and motorcycles too .	0
3390	I do not like music , I prefer textbooks .	1
722	I like shrubs , except pines .	0
3555	I like bobtails more than dogs .	0
4552	He trusts his taste , except guesses .	0
3529	I like oysters , except beef .	0
215	I like jewelry , and more specifically techno .	0
4540	He trusts his touch , except reconstructions .	0
136	I like Chardonnay , and more specifically coca-cola .	0
3677	I like shirts more than jewelry .	1
632	I met schools , and more specifically waiters .	0
5334	I like rings , but not scarfs .	1
2336	I like jewelry , and necklaces too .	0
1722	I like professors , an interesting type of office .	0
3624	I like sparrows more than pigs .	1
1612	He likes fear , an interesting type of calculation .	0
4784	I like parrots , but not cats .	1
5354	I like pets , but not whales .	1
3605	I like pigs more than ducks .	1
3643	I like ships more than Suzukis .	1
3402	I do not like books , I prefer paintings .	1
514	He likes emotions , and more specifically joy .	1
903	I like bulldogs , an interesting type of parrot .	0
23	I like pines , and more specifically shrubs .	0
3931	I like textbooks , except documentaries .	0
4525	He trusts rumors , except his hearing .	0
2802	I like pigs , except sparrows .	0
1278	I like sports , an interesting type of blues .	0
1348	I like salmon , an interesting type of seafood .	1
1766	I met physicists , an interesting type of janitor .	0
414	I like cats , and more specifically jellyfish .	0
2753	I do not like trains , I prefer Harley-Davidson .	1
3626	I like sparrows more than dogs .	1
2648	I like lard , except broccoli .	0
563	I like films , and more specifically textbooks .	0
2540	I like novels , and cartoons too .	1
2775	I do not like trains , I prefer enduros .	1
2145	I like jazz , and jewelry too .	1
5138	I like techno , but not food .	1
789	I like tables , except paintings .	0
4846	I like Suzukis , but not trains .	1
472	I like trees , except grass .	0
4969	I use plastic , but not cotton .	1
5330	I like rings , but not handbags .	1
5613	I met physicists , but not janitors .	1
913	I like beagles , an interesting type of parrot .	0
4463	I like offices more than professors .	1
1097	I like bushes , an interesting type of pine .	0
1331	I like bacon , an interesting type of apples .	0
1841	I like blackbirds , and birds too .	0
3576	I like cats more than beagles .	1
1063	I like trees , an interesting type of animal .	0
1735	I met biologists , an interesting type of janitor .	0
1059	I like trees , an interesting type of oak .	0
4841	I like Suzukis , but not ships .	1
3339	He does not trust his taste , he prefers reconstructions .	1
316	I like thrillers , and more specifically essays .	0
1792	I like bobtails , and parrots too .	1
2864	I do not like firs , I prefer bushes .	1
2978	I do not like beer , I prefer Merlot .	1
3856	I like wardrobes more than paintings .	1
5836	I like shrubs , and more specifically birches .	0
3195	I do not like documentaries , I prefer boardgames .	1
5740	I like trains , and more specifically enduros .	0
22	I like bushes , and more specifically pines .	0
5160	I like ham , but not broccoli .	1
3366	He does not like logic , he prefers fear .	1
344	I like comedies , and more specifically textbooks .	0
2361	I like rings , and glasses too .	1
4234	I like dogs more than pets .	0
4710	I met waiters , except geneticists .	0
4886	I like trousers , but not jewelry .	1
619	I met workers , and more specifically schools .	0
690	I met janitors , and more specifically astronomers .	0
579	I like essays , and more specifically paintings .	0
4805	I like ducks , but not dogs .	1
521	He likes emotions , and more specifically logic .	0
2765	I do not like trains , I prefer Suzukis .	1
3118	I do not like seafood , I prefer crabs .	0
2387	I like dogs , and jellyfish too .	1
2458	He trusts his taste , and guesses too .	1
5034	I like tables , but not parquet .	1
5187	I like bacon , but not carrots .	1
369	I like glasses , and more specifically bracelets .	0
4299	He trusts reconstructions more than his hearing .	1
112	I like beds , and more specifically paintings .	0
2334	I like handbags , and necklaces too .	1
337	I like boardgames , and more specifically westerns .	0
455	He trusts his sight , and more specifically rumors .	0
5338	I like rings , but not shoes .	1
3313	He does not trust his hearing , he prefers his senses .	0
4842	I like ships , but not Suzukis .	1
3538	I like cats more than huskies .	1
5476	He likes stupidity , but not sadness .	1
4402	I like novels more than books .	0
3593	I like parrots more than pigs .	1
2737	I do not like birds , I prefer sparrows .	0
5558	I like caretakers , but not offices .	1
4182	I like jewelry more than shoes .	1
13	I like clothes , except trousers .	1
4836	I like trains , but not Harley-Davidson .	1
2323	I like jewelry , and handbags too .	1
4031	I like pork more than bacon .	0
948	I like blackbirds , an interesting type of pig .	0
3351	He does not like emotions , he prefers stupidity .	1
4359	He likes emotions more than love .	0
4968	I use cotton , but not polyester .	1
4608	I like textbooks , except cartoons .	0
819	I like beds , except wallpaper .	0
4818	I like cats , but not sparrows .	1
1990	I like shrubs , and pines too .	1
2164	I like food , and blues too .	1
503	He trusts reports , and more specifically his taste .	0
4164	I like cats , except jellyfish .	0
2289	I like textbooks , and westerns too .	1
3675	I like clothes more than shirts .	0
924	I like hamsters , an interesting type of parrot .	0
1104	I use plastic , an interesting type of wood .	0
3051	I do not like boardgames , I prefer blues .	1
