ID	Sentence	Labels
676	Ho incontrato i camerieri , e più specificamente i genetisti .	0
1954	Amo gli alberi , ed anche gli animali .	1
3571	Amo i bulldog più dei pappagalli .	1
5724	Amo le navi , e più specificamente le Suzuki .	0
4135	Amo i videogiochi più dei western .	1
1252	Apprezzo gli sport , un tipo interessante di jazz .	0
602	Adoro le betulle , eccetto gli animali .	0
1179	Apprezzo il parquet , un tipo interessante di guardaroba .	0
733	Uso la plastica , eccetto il vetro .	0
2429	Si fida dei sensi , ed anche dell' udito .	0
1723	Amo gli uffici , un tipo interessante di professore .	0
4627	Amo i romanzi , eccetto i libri .	0
2663	Non amo i criceti , preferisco gli husky .	1
3700	Amo le calze più dei gioielli .	1
1234	Apprezzo il rock , un tipo interessante di sport .	0
2390	Amo le balene , ed anche i cani .	1
2749	Non amo le Harley-Davidson , preferisco le biciclette .	1
2876	Non amo i pini , preferisco gli arbusti .	1
1396	Adoro il caviale , un tipo interessante di manzo .	0
4317	Amo gli orsi , eccetto i criceti .	0
2048	Apprezzo i mobili , ed anche il parquet .	1
3820	Amo i western , eccetto i film .	0
3884	Apprezzo la birra più del Merlot .	1
1692	Amo gli uffici , un tipo interessante di impiegato .	0
2971	Non amo il Merlot , preferisco l' acqua .	1
2604	Ho incontrato i biologi , ed anche i camerieri .	1
413	Amo gli animali domestici , e più specificamente gli orsi .	0
2686	Non amo i criceti , preferisco i bulldog .	1
2701	Non amo i pappagalli , preferisco i gatti .	1
5217	Adoro i prodotti del mare , ma non il manzo .	1
4475	Amo i biologi più dei portieri .	1
948	Amo i merli , un tipo interessante di maiale .	0
5532	Amo i ristoranti , ma non gli impiegati .	1
3980	Apprezzo il blues più dei gioielli .	1
735	Uso il cuoio , eccetto il poliestere .	0
1191	Apprezzo la coca cola , un tipo interessante di Merlot .	0
262	Adoro il pesce , e più specificamente il lardo .	0
5741	Amo gli enduro , e più specificamente gli aeroplani .	0
2860	Non amo gli abeti , preferisco gli alberi .	0
1524	Amo i conigli , un tipo interessante di animale domestico .	1
1333	Adoro il bacon , un tipo interessante di carote .	0
1001	Amo le Kawasakis , un tipo interessante di moto .	1
1481	Amo le sciarpe , un tipo interessante di orecchino .	0
1255	Apprezzo il jazz , un tipo interessante di gioco da tavolo .	0
3177	Adoro il salmone , eccetto il tacchino .	0
187	Apprezzo il cibo , e più specificamente il rock .	0
715	Adoro i pini , eccetto gli alberi .	0
742	Uso il cotone , eccetto il nylon .	0
1578	Si fida delle congetture , un tipo interessante del tatto .	0
1297	Apprezzo i giochi da tavolo , eccetto il jazz .	0
3223	Non amo gli occhiali , preferisco le collane .	1
364	Amo i gioielli , e più specificamente le borsette .	0
3371	Non ama l' amore , preferisce le emozioni .	0
1581	Si fida del gusto , un tipo interessante di senso .	1
1220	Apprezzo il Chianti , un tipo interessante di sprite .	0
5601	Ho incontrato gli astronomi , ma non i guardiani .	1
4071	Amo i prodotti del mare più del manzo .	1
1601	Posso capire i calcoli , un tipo interessante di gioia .	0
2833	Non amo gli orecchini , preferisco le gonne .	1
830	Apprezzo l' acqua , eccetto il Merlot .	0
5603	Ho incontrato gli astronomi , ma non i portieri .	1
4857	Amo gli enduro , ma non gli aeroplani .	1
231	Adoro il maiale , e più specificamente il pesce .	0
2355	Amo gli anelli , ed anche le borsette .	1
441	Amo i criceti , e più specificamente le giraffe .	0
1741	Ho incontrato gli scienziati , un tipo interessante di genetista .	0
4386	Amo i libri più dei cartoni animati .	1
5037	Apprezzo le posate , ma non i guardaroba .	1
3801	Uso la plastica più del vinile .	0
3518	Non amo gli scienziati , preferisco i fisici .	0
3441	Non amo gli impiegati , preferisco le scuole .	1
4027	Amo le carote più del prosciutto .	1
689	Ho incontrato gli astronomi , e più specificamente i portieri .	0
818	Amo i maiali , eccetto i pappagalli .	0
2602	Ho incontrato gli scienziati , ed anche i biologi .	0
181	Apprezzo la musica , e più specificamente il rock .	1
2131	Apprezzo il rock , ed anche il cibo .	1
5359	Amo i cani , ma non gli orsi .	1
1614	Posso capire l' amore , un tipo interessante di saggezza .	0
5559	Amo gli uffici , ma non i guardiani .	1
1038	Amo i vestiti , un tipo interessante di calze .	0
959	Amo i maiali , un tipo interessante di passero .	0
442	Amo le giraffe , e più specificamente i criceti .	0
5207	Adoro i prodotti del mare , ma non il salmone .	1
5317	Amo gli occhiali , ma non le collane .	1
4628	Amo i libri , eccetto i romanzi .	1
4434	Amo i camerieri più delle fabbriche .	1
4435	Amo le fabbriche più dei camerieri .	1
3806	Uso il vinile più del cuoio .	1
2187	Amo il maiale , ed anche le carote .	1
3133	Non amo le ostriche , preferisco il manzo .	1
3981	Apprezzo i gioielli più del blues .	1
1337	Adoro il pesce , un tipo interessante di lardo .	0
2365	Amo i gatti , ed anche le giraffe .	1
2894	Non amo il nylon , preferisco la plastica .	0
1535	Amo gli animali domestici , un tipo interessante di criceto .	0
3754	Amo gli animali più degli abeti .	1
4639	Amo i manuali , eccetto il cinema .	0
1372	Adoro i granchi , un tipo interessante di manzo .	0
1591	Posso capire la gioia , un tipo interessante di emozione .	1
3859	Apprezzo la carta da parati più dei guardaroba .	1
938	Amo i maiali , un tipo interessante di anatra .	0
4311	Amo gli animali domestici , eccetto i criceti .	1
5733	Amo gli enduro , e più specificamente le navi .	0
4659	Amo i camerieri , eccetto le fabbriche .	0
846	Amo gli uccelli , eccetto i cani .	0
1933	Amo le calze , ed anche gli occhiali .	1
4792	Amo i pappagalli , ma non i maiali .	1
1131	Uso il vetro , un tipo interessante di vinile .	0
4215	Amo le giraffe più dei gatti .	1
2513	Amo il cinema , ed anche i sussidiari .	1
4995	Uso il vinile , ma non il vetro .	1
3663	Amo le navi più delle Kawasakis .	1
4539	Si fida dei notiziari , eccetto che del tatto .	0
1140	Uso il cotone , un tipo interessante di PVC .	0
2583	Amo i ristoranti , ed anche i guardiani .	1
2399	Amo i conigli , ed anche le balene .	1
1526	Amo i conigli , un tipo interessante di orso .	0
1011	Amo gli animali domestici , un tipo interessante di camicia .	0
343	Amo i film , e più specificamente le commedie .	1
5431	Si fida del gusto , ma non i notiziari .	1
107	Apprezzo il parquet , e più specificamente i guardaroba .	0
2265	Amo il caviale , ed anche il tacchino .	1
1086	Adoro gli abeti , un tipo interessante di cespuglio .	0
1789	Amo i cani , ed anche i bobtail .	0
4362	Posso capire l' amore più della logica .	1
4764	Amo i bulldog , ma non i gatti .	1
1433	Amo i videogiochi , un tipo interessante di commedia .	0
3291	Adoro i granchi , eccetto il pollo .	0
769	Apprezzo le posate , eccetto le sedie .	0
4332	Posso capire la gioia più delle emozioni .	0
1180	Apprezzo i letti , un tipo interessante di posate .	0
2904	Non amo il vinile , preferisco la plastica .	0
936	Amo i criceti , un tipo interessante di anatra .	0
2760	Non amo le Suzuki , preferisco le moto .	0
2508	Amo la musica , ed anche i sussidiari .	1
5348	Amo i gatti , ma non le meduse .	1
4347	Posso capire la saggezza più della paura .	1
4721	Ho incontrato gli astronomi , eccetto i guardiani .	0
3183	Non amo i sussidiari , preferisco le commedie .	1
2934	Non amo il parquet , preferisco le sedie .	1
1373	Adoro il manzo , un tipo interessante di granchi .	0
137	Apprezzo la coca cola , e più specificamente lo Chardonnay .	0
1118	Uso il nylon , un tipo interessante di cotone .	0
3778	Uso la plastica più del legno .	1
793	Apprezzo la carta da parati , eccetto i tavoli .	0
5374	Amo le meduse , ma non i conigli .	1
2791	Non amo le camicie , preferisco i vestiti .	0
311	Adoro il caviale , e più specificamente il tacchino .	0
2483	Posso capire la paura , ed anche i calcoli .	1
2341	Amo le collane , ed anche le scarpe .	1
2332	Amo i gioielli , ed anche le scarpe .	1
4452	Amo i guardiani più degli uffici .	1
2152	Apprezzo i giochi da tavolo , ed anche la techno .	1
4623	Amo i saggi , eccetto i dipinti .	0
294	Adoro il manzo , e più specificamente i granchi .	0
1363	Adoro i granchi , un tipo interessante di pollo .	0
2385	Amo i cani , ed anche gli orsi .	1
2939	Non amo i mobili , preferisco i tavoli .	0
3334	Non si fida delle dicerie , preferisce il gusto .	1
5270	Amo i western , ma non i sussidiari .	1
3054	Non amo il blues , preferisco i gioielli .	1
5536	Amo i lavoratori , ma non le scuole .	1
370	Amo i gioielli , e più specificamente gli occhiali .	0
3639	Amo le Harley-Davidson più degli aeroplani .	1
1309	Adoro il prosciutto cotto , un tipo interessante di carote .	0
1486	Amo le scarpe , un tipo interessante di orecchino .	0
4779	Amo i criceti , ma non i bassotti .	1
3752	Amo gli alberi più degli abeti .	0
1439	Amo i documentari , un tipo interessante di film .	1
2915	Non amo la plastica , preferisco il PVC .	0
3413	Non amo i romanzi , preferisco la musica .	1
1659	Amo i romanzi , un tipo interessante di musica .	0
5222	Adoro i granchi , ma non il vitello .	1
4472	Amo i biologi più dei guardiani .	1
2273	Amo i film , ed anche i saggi .	1
2804	Non amo i pantaloni , preferisco gli animali domestici .	1
582	Adoro le betulle , eccetto l' erba .	0
1237	Apprezzo la musica , un tipo interessante di rock .	0
5697	Amo i passeri , e più specificamente i gatti .	0
4696	Ho incontrato i biologi , eccetto i camerieri .	0
4640	Amo il cinema , eccetto i manuali .	0
570	Amo i libri , e più specificamente i dipinti .	0
1841	Amo i merli , ed anche gli uccelli .	0
1666	Amo i cartoni animati , un tipo interessante di romanzo .	0
3272	Non amo le giraffe , preferisco i conigli .	1
4098	Amo il vitello più del caviale .	1
298	Adoro i prodotti del mare , e più specificamente le ostriche .	1
4055	Amo gli occhiali , eccetto gli orecchini .	0
3270	Non amo le balene , preferisco i cani .	1
3660	Amo gli enduro più degli aeroplani .	1
4711	Ho incontrato i genetisti , eccetto i guardiani .	0
2422	Si fida della vista , ed anche delle congetture .	1
1936	Amo gli orecchini , ed anche le calze .	1
3140	Non amo il vitello , preferisco il caviale .	1
5230	Adoro il pollo , ma non le ostriche .	1
3288	Non amo le meduse , preferisco i criceti .	1
1211	Apprezzo la sprite , un tipo interessante di Chardonnay .	0
5672	Amo i pappagalli , e più specificamente i maiali .	0
398	Amo gli anelli , e più specificamente i gioielli .	0
1128	Uso il vinile , un tipo interessante di cotone .	0
1034	Amo le anatre , eccetto i maiali .	0
1201	Apprezzo il Merlot , un tipo interessante di birra .	0
1850	Amo i gatti , ed anche i passeri .	1
5457	Posso capire la paura , ma non la logica .	1
3557	Amo i bobtail più dei criceti .	1
3409	Non amo i saggi , preferisco i cartoni animati .	1
1776	Amo i cani , ed anche i gatti .	1
2799	Non amo i vestiti , preferisco gli occhiali .	1
5095	Apprezzo il Primitivo , ma non l' acqua .	1
5753	Amo le camicie , eccetto le scarpe .	0
5127	Apprezzo il cibo , ma non il jazz .	1
3424	Non amo la musica , preferisco i manuali .	1
876	Amo i cani , un tipo interessante di gatto .	0
405	Amo le scarpe , e più specificamente gli anelli .	0
5035	Apprezzo il parquet , ma non i tavoli .	1
4735	Amo i cani , eccetto gli husky .	1
2228	Amo i prodotti del mare , ed anche il salmone .	0
3114	Non amo i prodotti del mare , preferisco il manzo .	1
2313	Adoro il prosciutto , eccetto i broccoli .	0
1540	Amo i criceti , un tipo interessante di balena .	0
5641	Amo i bobtail , e più specificamente i conigli .	0
939	Amo le anatre , un tipo interessante di cane .	0
992	Amo le moto , un tipo interessante di enduro .	0
1424	Amo le commedie , un tipo interessante di saggio .	0
2	Amo l' erba , e più specificamente gli abeti .	0
822	Apprezzo il parquet , eccetto i letti .	0
1997	Uso il cotone , ed anche il poliestere .	1
5083	Apprezzo il Chianti , ma non il vino .	0
5310	Amo le collane , ma non le borsette .	1
2398	Amo le meduse , ed anche i conigli .	1
4368	Posso capire la tristezza più delle emozioni .	0
5640	Amo i pappagalli , e più specificamente i bobtail .	0
5542	Amo i camerieri , ma non i lavoratori .	0
102	Apprezzo i guardaroba , e più specificamente i dipinti .	0
2043	Apprezzo le sedie , ed anche la carta da parati .	1
5806	Amo le gonne , e più specificamente gli orecchini .	0
1192	Apprezzo il Merlot , un tipo interessante di vino .	1
276	Adoro il salmone , e più specificamente il vitello .	0
1572	Si fida dei sensi , un tipo interessante del tatto .	0
2674	Non amo i cani , preferisco i bobtail .	0
1028	Amo i pantaloni , un tipo interessante di gioielli .	0
736	Uso la plastica , eccetto il cuoio .	0
500	Si fida del gusto , e più specificamente dei sensi .	0
4179	Amo i braccialetti più delle scarpe .	1
3121	Non amo i granchi , preferisco il tacchino .	1
3740	Amo gli animali più delle betulle .	1
2914	Non amo il PVC , preferisco la plastica .	0
852	Apprezzo la coca cola , eccetto il Chianti .	0
412	Amo gli orsi , e più specificamente i gatti .	0
3497	Non amo i camerieri , preferisco i genetisti .	1
1381	Adoro il vitello , un tipo interessante di ostriche .	0
5091	Apprezzo il Primitivo , ma non la coca cola .	1
3055	Non amo i gioielli , preferisco il blues .	1
816	Apprezzo i letti , eccetto i dipinti .	0
3999	Amo le sciarpe , eccetto le collane .	0
1321	Adoro le mele , un tipo interessante di prosciutto .	0
2726	Non amo i merli , preferisco gli uccelli .	0
2776	Non amo gli enduro , preferisco gli aeroplani .	1
1902	Amo gli aeroplani , ed anche le Kawasakis .	1
730	Uso la plastica , eccetto il cotone .	0
2085	Apprezzo l' acqua , ed anche il Merlot .	1
3843	Apprezzo i mobili più dei tavoli .	0
2644	Adoro il lardo , eccetto il pesce .	0
5687	Amo i merli , e più specificamente i gatti .	0
3416	Non amo i libri , preferisco i romanzi .	0
588	Amo il cinema , e più specificamente i romanzi .	0
3985	Amo i braccialetti , eccetto le sciarpe .	0
284	Adoro i prodotti del mare , e più specificamente il manzo .	0
1199	Apprezzo la sprite , un tipo interessante di Merlot .	0
5038	Apprezzo i guardaroba , ma non i mobili .	0
1060	Adoro gli alberi , un tipo interessante di erba .	0
3877	Apprezzo il Merlot più dell' acqua .	1
4757	Amo i bobtail , ma non i criceti .	1
5442	Posso capire la gioia , ma non la stupidità .	1
946	Amo i merli , un tipo interessante di criceto .	0
549	Posso capire la tristezza , e più specificamente le emozioni .	0
3064	Non amo il maiale , preferisco i broccoli .	1
5181	Adoro il bacon , ma non il maiale .	0
3256	Non amo le meduse , preferisco i gatti .	1
4158	Amo i sussidiari più dei documentari .	1
5510	Amo i romanzi , ma non il cinema .	1
155	Apprezzo la sprite , e più specificamente il Chianti .	0
2519	Amo i sussidiari , ed anche i dipinti .	1
4477	Amo gli scienziati più dei portieri .	1
3378	Non ama i calcoli , preferisce l' amore .	1
2461	Posso capire la gioia , ed anche la saggezza .	1
4593	Posso capire le emozioni , eccetto la tristezza .	1
3757	Amo i cespugli più degli abeti .	1
4283	Si fida della vista più che dei notiziari .	1
1679	Amo i criceti , eccetto i merli .	0
3244	Non amo gli occhiali , preferisco gli anelli .	1
835	Apprezzo il vino , eccetto la sprite .	0
1574	Si fida dei notiziari , un tipo interessante del tatto .	0
4509	Si fida della vista , eccetto che delle dicerie .	0
1610	Posso capire la paura , un tipo interessante di logica .	0
3399	Non amo i libri , preferisco i cartoni animati .	1
3579	Amo i bassotti più dei criceti .	1
1712	Amo i guardiani , un tipo interessante di ufficio .	0
2578	Amo i guardiani , ed anche le fabbriche .	1
1332	Adoro le mele , un tipo interessante di bacon .	0
1198	Apprezzo il Merlot , un tipo interessante di sprite .	0
3771	Amo i pini più degli arbusti .	1
5486	Amo i libri , ma non la musica .	1
2096	Apprezzo il vino , ed anche lo Chardonnay .	0
2944	Non amo i tavoli , preferisco il parquet .	1
2585	Amo le scuole , ed anche i guardiani .	1
1072	Adoro le betulle , un tipo interessante di albero .	1
5667	Amo gli uccelli , e più specificamente i pappagalli .	1
761	Uso il PVC , eccetto il cotone .	0
5241	Adoro il pollo , ma non il caviale .	1
5591	Ho incontrato i guardiani , ma non i genetisti .	1
5268	Amo i western , ma non i film .	0
88	Apprezzo i tavoli , e più specificamente le posate .	0
3581	Amo i bassotti più dei pappagalli .	1
1981	Amo i pini , ed anche l' erba .	1
1117	Uso la plastica , un tipo interessante di nylon .	0
5056	Apprezzo il parquet , ma non i letti .	1
1949	Amo le querce , ed anche gli alberi .	0
4233	Amo le giraffe più dei cani .	1
3435	Non amo gli impiegati , preferisco i lavoratori .	0
3122	Non amo il tacchino , preferisco i granchi .	1
1166	Apprezzo i tavoli , un tipo interessante di carta da parati .	0
5381	Amo i criceti , ma non gli orsi .	1
1437	Amo i documentari , un tipo interessante di saggio .	0
1035	Amo le calze , un tipo interessante di animale domestico .	0
4949	Adoro gli arbusti , ma non gli abeti .	1
4794	Amo gli uccelli , ma non i maiali .	1
3601	Amo gli uccelli più delle anatre .	0
1202	Apprezzo la birra , un tipo interessante di Merlot .	0
400	Amo gli anelli , e più specificamente le sciarpe .	0
914	Amo i pappagalli , un tipo interessante di bassotto .	0
5702	Amo i criceti , e più specificamente i passeri .	0
2382	Amo le giraffe , ed anche i cani .	1
165	Apprezzo l' acqua , e più specificamente il Primitivo .	0
2235	Amo i prodotti del mare , ed anche il tacchino .	1
2430	Si fida dell' udito , ed anche dei notiziari .	1
616	Ho incontrato i lavoratori , e più specificamente i ristoranti .	0
2962	Non amo i letti , preferisco la carta da parati .	1
4919	Adoro gli alberi , ma non gli animali .	1
728	Uso il poliestere , eccetto il cotone .	0
1080	Adoro gli abeti , un tipo interessante di erba .	0
777	Apprezzo la carta da parati , eccetto le sedie .	0
5469	Posso capire l' amore , ma non i calcoli .	1
3120	Non amo il vitello , preferisco i granchi .	1
3572	Amo i pappagalli più dei bulldog .	1
1759	Ho incontrato gli impiegati , un tipo interessante di fisico .	0
