ID	Sentence	Labels
1440	Amo i film , un tipo interessante di documentario .	0
1251	Apprezzo il jazz , un tipo interessante di sport .	0
424	Amo i cani , e più specificamente gli orsi .	0
4841	Amo le Suzuki , ma non le navi .	1
5142	Apprezzo il blues , ma non gli sport .	1
607	Adoro gli animali , eccetto le betulle .	0
1629	Posso capire la stupidità , un tipo interessante di tristezza .	0
1978	Amo i cespugli , ed anche gli abeti .	1
787	Apprezzo i tavoli , eccetto i mobili .	0
2326	Amo i gioielli , ed anche le sciarpe .	1
3745	Amo gli arbusti più delle betulle .	1
1589	Posso capire la gioia , un tipo interessante di saggezza .	0
3494	Non amo i genetisti , preferisco gli scienziati .	0
2821	Non amo gli occhiali , preferisco le calze .	1
4073	Amo il pollo più dei granchi .	1
2407	Amo i criceti , ed anche le meduse .	1
5786	Amo gli animali domestici , e più specificamente le calze .	0
5537	Amo gli impiegati , ma non gli uffici .	1
5409	Si fida dell' udito , ma non i sensi .	0
4611	Amo i sussidiari , eccetto i dipinti .	0
2712	Non amo i pappagalli , preferisco i cani .	1
1627	Posso capire le emozioni , un tipo interessante di tristezza .	0
4790	Amo i criceti , ma non i pappagalli .	1
21	Amo i pini , e più specificamente i cespugli .	0
3157	Non amo i thriller , preferisco i sussidiari .	1
2060	Apprezzo le posate , ed anche i guardaroba .	1
5252	Amo i thriller , ma non i saggi .	1
2489	Posso capire le emozioni , ed anche l' amore .	0
5503	Amo i cartoni animati , ma non i saggi .	1
5680	Amo gli uccelli , e più specificamente le anatre .	1
2932	Non amo i mobili , preferisco la carta da parati .	1
112	Apprezzo i letti , e più specificamente i dipinti .	0
4720	Ho incontrato i camerieri , eccetto gli astronomi .	0
4117	Amo i thriller più dei sussidiari .	1
3782	Uso il poliestere più del vetro .	1
1881	Amo le Suzuki , ed anche gli aeroplani .	1
2479	Posso capire la paura , ed anche la stupidità .	1
2392	Amo le giraffe , ed anche i conigli .	1
1926	Amo gli orecchini , ed anche i pantaloni .	1
212	Apprezzo la techno , e più specificamente il cibo .	0
2165	Apprezzo il blues , ed anche i gioielli .	1
382	Amo gli occhiali , e più specificamente le collane .	0
1329	Adoro i broccoli , un tipo interessante di bacon .	0
3123	Non amo i granchi , preferisco il manzo .	1
1241	Apprezzo la musica , un tipo interessante di gioco da tavolo .	0
2570	Amo i camerieri , ed anche i lavoratori .	0
4718	Ho incontrato gli scienziati , eccetto gli astronomi .	1
3585	Amo i pappagalli più dei gatti .	1
4965	Uso la plastica , ma non il poliestere .	1
3895	Apprezzo la birra più dello Chardonnay .	1
1112	Uso il cuoio , un tipo interessante di poliestere .	0
3073	Non amo il prosciutto , preferisco il maiale .	0
5107	Apprezzo gli sport , ma non il rock .	1
559	Amo i sussidiari , e più specificamente i libri .	0
4247	Amo i conigli più degli animali domestici .	0
4414	Amo i manuali più del cinema .	1
2505	Posso capire la tristezza , ed anche i calcoli .	1
1586	Si fida delle ricostruzioni , un tipo interessante del gusto .	0
4609	Amo i cartoni animati , eccetto i sussidiari .	0
1169	Apprezzo il parquet , un tipo interessante di tavolo .	0
347	Amo i giochi da tavolo , e più specificamente le commedie .	0
1956	Amo i cespugli , ed anche le querce .	1
5379	Amo i criceti , ma non gli animali domestici .	0
1353	Adoro i prodotti del mare , un tipo interessante di vitello .	0
1626	Posso capire la tristezza , un tipo interessante di emozione .	1
330	Amo i western , e più specificamente i saggi .	0
3731	Amo i saggi , eccetto i thriller .	0
4449	Amo i ristoranti più dei guardiani .	1
133	Amo le calze , eccetto i vestiti .	0
968	Amo le moto , un tipo interessante di Harley-Davidson .	0
2015	Uso il vinile , ed anche il legno .	1
126	Amo le scarpe , eccetto le calze .	0
434	Amo gli animali domestici , e più specificamente i conigli .	1
5534	Amo gli impiegati , ma non le scuole .	1
3882	Apprezzo il vino più della sprite .	1
3318	Non si fida delle ricostruzioni , preferisce l' udito .	1
5695	Amo i merli , e più specificamente i cani .	0
3903	Apprezzo il Chianti più dell' acqua .	1
611	Ho incontrato gli impiegati , e più specificamente i lavoratori .	0
3207	Adoro il salmone , eccetto il manzo .	0
2208	Amo le mele , ed anche il bacon .	1
1782	Amo i cani , ed anche i pappagalli .	1
5191	Adoro il lardo , ma non il maiale .	0
5335	Amo le sciarpe , ma non gli anelli .	1
1143	Uso il PVC , un tipo interessante di cuoio .	0
5709	Amo le Harley-Davidson , e più specificamente le navi .	0
3952	Apprezzo il jazz più della musica .	0
642	Ho incontrato i ristoranti , e più specificamente i guardiani .	0
3205	Non amo i braccialetti , preferisco le sciarpe .	1
4961	Amo le biciclette , eccetto le Harley-Davidson .	0
3079	Non amo il prosciutto , preferisco le carote .	1
3151	Adoro il vitello , eccetto il salmone .	0
4712	Ho incontrato i guardiani , eccetto i genetisti .	0
2931	Non amo la carta da parati , preferisco le sedie .	1
686	Ho incontrato i camerieri , e più specificamente gli astronomi .	0
1423	Amo i videogiochi , un tipo interessante di western .	0
146	Apprezzo la birra , e più specificamente lo Chardonnay .	0
3003	Non amo il Primitivo , preferisco il vino .	0
716	Adoro gli alberi , eccetto i pini .	1
5827	Amo le betulle , e più specificamente l' erba .	0
4091	Amo il manzo più delle ostriche .	1
3423	Non amo i manuali , preferisco la musica .	1
3761	Amo i thriller , eccetto i videogiochi .	0
3647	Amo le biciclette più delle Suzuki .	1
125	Apprezzo l' acqua , e più specificamente il Merlot .	0
2557	Amo i lavoratori , ed anche gli impiegati .	0
3103	Non amo il salmone , preferisco i prodotti del mare .	0
5122	Apprezzo il jazz , ma non la musica .	0
4680	Amo i professori , eccetto le fabbriche .	0
1137	Uso il PVC , un tipo interessante di plastica .	1
3673	Amo gli animali domestici più delle camicie .	1
718	Adoro gli animali , eccetto i pini .	0
4785	Amo i gatti , ma non i pappagalli .	1
2455	Adoro il bacon , eccetto i broccoli .	0
650	Ho incontrato i lavoratori , e più specificamente i professori .	1
2766	Non amo le Suzuki , preferisco gli aeroplani .	1
2282	Adoro il prosciutto , eccetto il pesce .	0
4352	Posso capire la paura più della logica .	1
626	Ho incontrato le fabbriche , e più specificamente i camerieri .	0
536	Posso capire i calcoli , e più specificamente la paura .	0
4308	Si fida dei sensi più che del tatto .	0
2324	Amo i braccialetti , ed anche le sciarpe .	1
5246	Adoro il caviale , ma non il tacchino .	1
3184	Adoro il tacchino , eccetto il salmone .	0
5018	Apprezzo i mobili , ma non i dipinti .	1
3282	Non amo le giraffe , preferisco i criceti .	1
2829	Non amo i gioielli , preferisco le gonne .	1
5326	Amo gli orecchini , ma non gli occhiali .	1
3559	Amo i bobtail più dei pappagalli .	1
3448	Non amo le fabbriche , preferisco i camerieri .	1
2158	Apprezzo gli sport , ed anche il blues .	1
3706	Amo le gonne più degli animali domestici .	1
4015	Amo le carote più del prosciutto cotto .	1
3132	Non amo il tacchino , preferisco le ostriche .	1
2958	Non amo i letti , preferisco i mobili .	0
5174	Adoro i broccoli , ma non il prosciutto .	1
1875	Amo le Suzuki , ed anche le moto .	0
6	Amo gli animali , e più specificamente gli abeti .	0
4743	Amo i cani , ma non i gatti .	1
1663	Amo i romanzi , un tipo interessante di cinema .	0
5160	Adoro il prosciutto cotto , ma non i broccoli .	1
3199	Adoro i prodotti del mare , eccetto il tacchino .	0
4574	Posso capire la stupidità , eccetto la paura .	0
5789	Amo le calze , e più specificamente i gioielli .	0
2216	Amo i broccoli , ed anche il lardo .	1
4045	Amo le mele più del lardo .	1
4391	Amo la musica più dei saggi .	1
3025	Non amo la musica , preferisco i gioielli .	1
3249	Non amo i gatti , preferisco gli animali domestici .	0
751	Uso il vinile , eccetto il cotone .	0
2734	Non amo i passeri , preferisco i gatti .	1
1279	Apprezzo il blues , un tipo interessante di musica .	1
2100	Apprezzo la sprite , ed anche lo Chardonnay .	1
2452	Si fida dei sensi , ed anche del gusto .	0
5755	Amo gli animali domestici , e più specificamente le camicie .	0
2243	Amo i granchi , ed anche il vitello .	1
5527	Amo le fabbriche , ma non gli impiegati .	1
2192	Amo il prosciutto , ed anche i broccoli .	1
4679	Amo gli uffici , eccetto i guardiani .	0
1649	Amo la musica , un tipo interessante di saggio .	0
82	Apprezzo le sedie , e più specificamente la carta da parati .	0
2137	Apprezzo il jazz , ed anche gli sport .	1
1459	Amo gli occhiali , un tipo interessante di braccialetto .	0
2982	Non amo la coca cola , preferisco lo Chardonnay .	1
2861	Non amo gli alberi , preferisco gli abeti .	0
861	Apprezzo il Primitivo , eccetto la coca cola .	0
3477	Non amo i biologi , preferisco gli impiegati .	1
28	Uso il poliestere , e più specificamente la plastica .	0
3316	Non si fida dei notiziari , preferisce l' udito .	1
47	Uso il cotone , e più specificamente il nylon .	0
1480	Amo gli orecchini , un tipo interessante di sciarpa .	0
973	Amo le Harley-Davidson , un tipo interessante di treno .	0
3698	Amo le calze più dei vestiti .	0
252	Adoro il pesce , e più specificamente il bacon .	0
1040	Amo i gioielli , un tipo interessante di calza .	0
529	Posso capire la paura , e più specificamente le emozioni .	0
4380	Amo i libri più della musica .	1
1428	Amo le commedie , un tipo interessante di libro di testo .	0
1288	Apprezzo la musica , eccetto il cibo .	0
2476	Posso capire la saggezza , ed anche la paura .	1
3152	Non amo i thriller , preferisco i saggi .	1
4701	Ho incontrato gli scienziati , eccetto i guardiani .	0
2643	Amo i passeri , eccetto gli uccelli .	0
2991	Non amo il Chianti , preferisco la coca cola .	1
1317	Adoro il prosciutto , un tipo interessante di broccoli .	0
3744	Amo le betulle più degli arbusti .	1
3983	Amo i gioielli , eccetto i braccialetti .	1
5456	Posso capire la stupidità , ma non la paura .	1
5400	Si fida dei sensi , ma non i notiziari .	1
4774	Amo i bassotti , ma non i gatti .	1
3591	Amo i criceti più dei pappagalli .	1
153	Apprezzo l' acqua , e più specificamente il Chianti .	0
4302	Amo i criceti , eccetto le giraffe .	0
883	Amo gli husky , un tipo interessante di coniglio .	0
5771	Amo i vestiti , eccetto le scarpe .	0
4675	Amo i ristoranti , eccetto i guardiani .	0
5085	Apprezzo il Chianti , ma non l' acqua .	1
3301	Non si fida dei sensi , preferisce le dicerie .	1
4009	Amo le collane , eccetto le scarpe .	0
109	Apprezzo le posate , e più specificamente i letti .	0
2591	Amo i professori , ed anche i lavoratori .	0
3919	Apprezzo la sprite più del Primitivo .	1
558	Amo la musica , e più specificamente i sussidiari .	0
1675	Amo i manuali , un tipo interessante di cartone animato .	0
4920	Adoro le querce , ma non i cespugli .	1
163	Apprezzo il vino , e più specificamente il Primitivo .	1
323	Amo i film , e più specificamente i sussidiari .	0
1395	Adoro il tacchino , un tipo interessante di caviale .	0
4951	Adoro l' erba , ma non i pini .	1
2356	Amo le borsette , ed anche gli anelli .	1
5615	Amo i gatti , eccetto i bulldog .	0
3512	Non amo i guardiani , preferisco gli astronomi .	1
297	Adoro le ostriche , e più specificamente i prodotti del mare .	0
1189	Apprezzo il parquet , un tipo interessante di letto .	0
620	Ho incontrato gli impiegati , e più specificamente gli uffici .	0
698	Ho incontrato i guardiani , e più specificamente i fisici .	0
4229	Amo le giraffe , eccetto i cani .	0
3437	Non amo i lavoratori , preferisco le fabbriche .	1
3614	Amo i merli più dei maiali .	1
749	Uso il vinile , eccetto la plastica .	0
4141	Amo le commedie più dei film .	0
1787	Amo i gatti , ed anche i bobtail .	1
897	Amo i bulldog , un tipo interessante di gatto .	0
1799	Amo i cani , ed anche i bulldog .	0
3537	Amo gli husky più dei gatti .	1
694	Ho incontrato gli scienziati , e più specificamente i fisici .	1
2566	Amo gli uffici , ed anche gli impiegati .	1
193	Amo gli occhiali , eccetto le gonne .	0
2256	Amo il tacchino , ed anche le ostriche .	1
2269	Amo i thriller , ed anche i saggi .	1
3240	Non amo i gioielli , preferisco gli anelli .	0
1955	Amo le querce , ed anche i cespugli .	1
4304	Amo i criceti , eccetto gli animali domestici .	0
3425	Non amo i manuali , preferisco i libri .	0
984	Amo le biciclette , un tipo interessante di Suzuki .	0
5540	Amo i camerieri , ma non le fabbriche .	1
3166	Non amo i western , preferisco i saggi .	1
3401	Non amo i dipinti , preferisco i sussidiari .	1
2021	Uso il vinile , ed anche il vetro .	1
3991	Amo i braccialetti , eccetto le scarpe .	0
1306	Adoro il prosciutto cotto , un tipo interessante di mele .	0
4421	Amo le fabbriche più degli impiegati .	1
3611	Amo gli uccelli più dei merli .	0
4276	Amo i conigli , eccetto le balene .	0
2092	Apprezzo il vino , ed anche la birra .	1
4525	Si fida delle dicerie , eccetto che dell' udito .	0
1998	Uso la plastica , ed anche il cotone .	1
1793	Amo i pappagalli , ed anche i bobtail .	1
2075	Apprezzo i letti , ed anche la carta da parati .	1
2439	Si fida delle dicerie , ed anche del tatto .	1
5149	Apprezzo il cibo , ma non il blues .	1
1664	Amo il cinema , un tipo interessante di romanzo .	0
3615	Amo i maiali più dei merli .	1
3723	Amo gli alberi più degli animali .	1
3068	Non amo il prosciutto cotto , preferisco le carote .	1
5726	Amo le moto , e più specificamente le Suzuki .	1
4952	Adoro i pini , ma non gli alberi .	0
1163	Apprezzo i mobili , un tipo interessante di tavolo .	0
2491	Posso capire la stupidità , ed anche l' amore .	1
2843	Non amo i cespugli , preferisco le querce .	1
1551	Si fida dei sensi , un tipo interessante di notiziario .	0
4652	Amo i lavoratori , eccetto i ristoranti .	0
1647	Amo i libri , un tipo interessante di dipinto .	0
3979	Apprezzo il cibo più del blues .	1
4195	Amo le borsette più degli orecchini .	1
301	Adoro le ostriche , e più specificamente il tacchino .	0
4637	Amo i manuali , eccetto i libri .	0
4207	Amo i gioielli più degli anelli .	0
2660	Non amo i cani , preferisco gli husky .	0
2837	Non amo gli alberi , preferisco le querce .	0
1705	Amo le fabbriche , un tipo interessante di guardiano .	0
1625	Posso capire la saggezza , un tipo interessante di tristezza .	0
4264	Amo i criceti più delle meduse .	1
1644	Amo i libri , un tipo interessante di cartone animato .	0
4286	Si fida della vista più che delle ricostruzioni .	1
3569	Amo i bulldog più dei criceti .	1
2448	Si fida delle congetture , ed anche del tatto .	1
4342	Posso capire la gioia più dei calcoli .	1
1023	Amo i vestiti , un tipo interessante di orecchino .	0
2852	Non amo le betulle , preferisco gli animali .	1
5386	Amo i criceti , ma non le balene .	1
4970	Uso il poliestere , ma non il vetro .	1
5612	Ho incontrato i guardiani , ma non i fisici .	1
3969	Apprezzo i gioielli più della techno .	1
5507	Amo la musica , ma non i romanzi .	1
4858	Amo gli aeroplani , ma non gli enduro .	1
10	Amo gli abeti , e più specificamente gli arbusti .	0
176	Amo le gonne , eccetto i gioielli .	0
4923	Adoro le querce , ma non gli arbusti .	1
1425	Amo i saggi , un tipo interessante di commedia .	0
3283	Non amo i criceti , preferisco gli animali domestici .	0
58	Uso il vinile , e più specificamente il cotone .	0
4912	Adoro le querce , ma non l' erba .	1
3108	Non amo i prodotti del mare , preferisco il vitello .	1
1818	Amo i pappagalli , ed anche gli uccelli .	0
1215	Apprezzo la coca cola , un tipo interessante di Chianti .	0
4120	Amo i thriller più dei giochi da tavolo .	1
2312	Amo i sussidiari , ed anche i documentari .	1
2835	Non amo l' erba , preferisco le querce .	1
490	Si fida dei notiziari , e più specificamente del tatto .	0
2682	Non amo i gatti , preferisco i bulldog .	1
1	Amo gli abeti , e più specificamente l' erba .	0
4707	Ho incontrato i genetisti , eccetto gli scienziati .	0
829	Apprezzo il Merlot , eccetto l' acqua .	0
4038	Amo il lardo più del pesce .	1
314	Adoro il manzo , e più specificamente il caviale .	0
1026	Amo i pantaloni , un tipo interessante di vestiti .	1
5190	Adoro il pesce , ma non il lardo .	1
5607	Ho incontrato i fisici , ma non gli scienziati .	0
3486	Non amo i guardiani , preferisco i biologi .	1
2820	Non amo le calze , preferisco gli occhiali .	1
425	Amo gli orsi , e più specificamente i cani .	0
2890	Non amo il cuoio , preferisco il poliestere .	1
5476	Posso capire la stupidità , ma non la tristezza .	1
848	Apprezzo la sprite , eccetto lo Chardonnay .	0
5729	Amo le Suzuki , e più specificamente i treni .	0
2764	Non amo le Suzuki , preferisco i treni .	1
5571	Ho incontrato gli impiegati , ma non i biologi .	1
778	Apprezzo i mobili , eccetto la carta da parati .	0
850	Apprezzo la birra , eccetto lo Chardonnay .	0
1499	Amo le giraffe , un tipo interessante di gatto .	0
1674	Amo il cinema , un tipo interessante di manuale .	0
2715	Non amo i gatti , preferisco le anatre .	1
3148	Adoro i prodotti del mare , eccetto il salmone .	1
4429	Amo le scuole più degli impiegati .	1
2069	Apprezzo i letti , ed anche le posate .	1
3412	Non amo i dipinti , preferisco i saggi .	1
2308	Amo i saggi , ed anche i documentari .	1
3812	Uso la plastica più del PVC .	0
237	Adoro il maiale , e più specificamente le mele .	0
1613	Posso capire i calcoli , un tipo interessante di paura .	0
246	Adoro i broccoli , e più specificamente il prosciutto .	0
4533	Si fida delle congetture , eccetto che dell' udito .	0
3598	Amo le anatre più dei gatti .	1
5504	Amo i saggi , ma non i dipinti .	1
4529	Si fida dei notiziari , eccetto che dell' udito .	0
3438	Non amo gli impiegati , preferisco i ristoranti .	1
5401	Si fida della vista , ma non le ricostruzioni .	1
1788	Amo i bobtail , ed anche i cani .	0
5119	Apprezzo la musica , ma non i gioielli .	1
3628	Amo le Harley-Davidson più delle navi .	1
5632	Amo i bulldog , eccetto i criceti .	0
4113	Amo i saggi più dei thriller .	1
1673	Amo i manuali , un tipo interessante di cinema .	0
4204	Amo gli anelli più delle borsette .	1
1623	Posso capire i calcoli , un tipo interessante di amore .	0
136	Apprezzo lo Chardonnay , e più specificamente la coca cola .	0
3150	Adoro il salmone , eccetto il vitello .	0
1923	Amo i pantaloni , ed anche gli occhiali .	1
5692	Amo i criceti , e più specificamente i merli .	0
4579	Amo i bobtail , eccetto i cani .	0
5663	Amo i criceti , eccetto i bulldog .	0
940	Amo i cani , un tipo interessante di anatra .	0
3505	Non amo gli impiegati , preferisco gli astronomi .	1
706	Adoro gli animali , eccetto gli abeti .	0
3848	Apprezzo i tavoli più del parquet .	1
3466	Non amo gli uffici , preferisco i guardiani .	1
4211	Amo gli occhiali più degli anelli .	1
3528	Adoro il tacchino , eccetto le ostriche .	0
14	Amo i pini , e più specificamente l' erba .	0
4559	Posso capire le emozioni , eccetto la saggezza .	0
3261	Non amo i cani , preferisco le giraffe .	1
3972	Apprezzo gli sport più del blues .	1
4532	Si fida dell' udito , eccetto che delle congetture .	0
1505	Amo gli animali domestici , un tipo interessante di orso .	0
239	Adoro le carote , e più specificamente il prosciutto cotto .	0
5356	Amo le giraffe , ma non i cani .	1
4908	Amo le gonne , ma non gli occhiali .	1
1557	Si fida dei sensi , un tipo interessante di congettura .	0
4411	Amo la musica più dei manuali .	1
2866	Non amo gli abeti , preferisco gli arbusti .	1
5451	Posso capire la paura , ma non la saggezza .	1
5669	Amo i pappagalli , e più specificamente i criceti .	0
5225	Adoro il tacchino , ma non i granchi .	1
708	Adoro gli abeti , eccetto i cespugli .	0
5015	Apprezzo le sedie , ma non i dipinti .	1
1119	Uso il cotone , un tipo interessante di nylon .	0
3536	Adoro il vitello , eccetto il caviale .	0
758	Uso il legno , eccetto il PVC .	0
1622	Posso capire l' amore , un tipo interessante di calcolo .	0
229	Adoro il prosciutto cotto , e più specificamente il maiale .	0
1302	Adoro il maiale , un tipo interessante di pesce .	0
5666	Amo i pappagalli , e più specificamente gli uccelli .	0
843	Apprezzo il vino , eccetto lo Chardonnay .	1
3641	Amo le moto più degli aeroplani .	1
2534	Amo i romanzi , ed anche la musica .	1
755	Uso il vinile , eccetto il cuoio .	0
2443	Si fida dei notiziari , ed anche del tatto .	1
1546	Si fida della vista , un tipo interessante di senso .	1
2544	Amo i manuali , ed anche la musica .	1
1735	Ho incontrato i biologi , un tipo interessante di portiere .	0
5831	Amo le betulle , e più specificamente gli animali .	0
1461	Amo i braccialetti , un tipo interessante di scarpa .	0
2209	Amo il bacon , ed anche le carote .	1
4563	Posso capire la gioia , eccetto la logica .	0
4875	Amo i vestiti , ma non i gioielli .	1
285	Adoro i granchi , e più specificamente il pollo .	0
3087	Non amo il bacon , preferisco le mele .	1
1859	Amo le Harley-Davidson , ed anche le navi .	1
5548	Amo i camerieri , ma non gli uffici .	1
3489	Non amo i portieri , preferisco i biologi .	1
5036	Apprezzo i guardaroba , ma non le posate .	1
1326	Adoro il bacon , un tipo interessante di maiale .	1
2011	Uso il nylon , ed anche il vetro .	1
5634	Amo i gatti , e più specificamente i bobtail .	0
5586	Ho incontrato i genetisti , ma non gli scienziati .	0
4062	Amo i prodotti del mare più del pollo .	1
2157	Apprezzo il blues , ed anche gli sport .	1
2005	Uso il nylon , ed anche il legno .	1
2196	Amo le mele , ed anche il prosciutto .	1
610	Ho incontrato le fabbriche , e più specificamente gli impiegati .	0
5462	Posso capire la saggezza , ma non l' amore .	1
4200	Amo gli orecchini più degli occhiali .	1
4752	Amo i cani , ma non i conigli .	1
4585	Posso capire la stupidità , eccetto l' amore .	0
838	Apprezzo il vino , eccetto la birra .	0
4131	Amo i sussidiari più dei western .	1
2664	Non amo i cani , preferisco i criceti .	1
3008	Non amo la sprite , preferisco il Primitivo .	1
2798	Non amo gli occhiali , preferisco le camicie .	1
210	Apprezzo la techno , e più specificamente i giochi da tavolo .	0
4672	Amo i guardiani , eccetto i lavoratori .	0
3126	Non amo il pollo , preferisco le ostriche .	1
5334	Amo gli anelli , ma non le sciarpe .	1
5295	Amo i videogiochi , ma non i documentari .	1
1300	Adoro il prosciutto cotto , un tipo interessante di maiale .	1
1662	Amo i libri , un tipo interessante di romanzo .	0
5768	Amo le camicie , eccetto i vestiti .	0
4966	Uso la plastica , ma non il legno .	1
2093	Apprezzo lo Chardonnay , ed anche la coca cola .	1
4638	Amo i libri , eccetto i manuali .	1
5114	Apprezzo il rock , ma non il cibo .	1
4251	Amo le meduse , eccetto i cani .	0
4436	Amo i camerieri più dei lavoratori .	0
4052	Amo gli orecchini , eccetto le sciarpe .	0
2923	Non amo le posate , preferisco le sedie .	1
3774	Uso il poliestere più del legno .	1
1824	Amo i pappagalli , ed anche i maiali .	1
4605	Amo i sussidiari , eccetto il cinema .	0
3967	Apprezzo il cibo più della techno .	1
2546	Amo i manuali , ed anche i libri .	0
5477	Posso capire la tristezza , ma non la logica .	1
1208	Apprezzo lo Chardonnay , un tipo interessante di acqua .	0
667	Ho incontrato gli scienziati , e più specificamente i guardiani .	0
3380	Non ama la saggezza , preferisce la tristezza .	1
1833	Amo le anatre , ed anche i criceti .	1
2155	Apprezzo la techno , ed anche i gioielli .	1
2118	Apprezzo l' acqua , ed anche il Primitivo .	1
790	Apprezzo i dipinti , eccetto i tavoli .	0
1471	Apprezzo il cibo , eccetto il blues .	0
5533	Amo i lavoratori , ma non i ristoranti .	1
5	Amo gli abeti , e più specificamente gli animali .	0
3651	Amo gli aeroplani più delle Suzuki .	1
3957	Apprezzo il cibo più del jazz .	1
2384	Amo gli animali domestici , ed anche i cani .	0
3713	Amo gli occhiali più delle gonne .	1
3913	Apprezzo la coca cola più del Primitivo .	1
1885	Amo gli enduro , ed anche le moto .	0
567	Amo i libri , e più specificamente i cartoni animati .	0
